case:concept:name,min,max,duration_days
declaration 107311,2018-03-08 15:50:31+00:00,2018-03-26 17:31:13+00:00,18.069930555555555
declaration 107317,2018-03-08 15:53:40+00:00,2018-03-15 17:31:14+00:00,7.067754629629629
declaration 107322,2018-03-08 16:08:02+00:00,2018-03-19 17:30:53+00:00,11.057534722222222
declaration 107327,2018-03-08 16:25:00+00:00,2018-03-15 17:31:14+00:00,7.04599537037037
declaration 107332,2018-03-08 16:32:43+00:00,2018-03-19 17:30:53+00:00,11.040393518518519
declaration 107338,2018-03-08 16:59:31+00:00,2018-03-15 17:31:14+00:00,7.022025462962963
declaration 107343,2018-02-09 11:54:13+00:00,2018-02-22 17:30:39+00:00,13.23363425925926
declaration 107348,2018-02-09 13:04:28+00:00,2018-02-22 13:30:11+00:00,13.017858796296297
declaration 107358,2018-02-09 13:49:54+00:00,2018-02-19 17:31:31+00:00,10.153900462962962
declaration 107364,2018-02-09 14:11:02+00:00,2018-03-05 17:30:57+00:00,24.13883101851852
declaration 107378,2018-02-09 15:37:42+00:00,2018-03-08 17:30:58+00:00,27.07865740740741
declaration 107383,2018-02-09 15:45:02+00:00,2018-02-19 17:31:31+00:00,10.07394675925926
declaration 107389,2018-02-09 15:52:20+00:00,2018-02-15 17:31:17+00:00,6.068715277777778
declaration 107394,2018-02-09 16:56:34+00:00,2018-02-26 17:31:27+00:00,17.024224537037036
declaration 107399,2018-02-12 09:34:11+00:00,2018-02-15 17:31:17+00:00,3.3313194444444445
declaration 107405,2018-02-12 10:28:20+00:00,2018-02-22 17:30:39+00:00,10.293275462962963
declaration 107411,2018-02-12 10:51:17+00:00,2018-02-15 17:31:17+00:00,3.2777777777777777
declaration 107416,2018-02-12 11:14:11+00:00,2018-02-22 17:30:39+00:00,10.261435185185185
declaration 107422,2018-02-12 16:42:54+00:00,2018-02-15 17:31:17+00:00,3.033599537037037
declaration 107427,2018-02-12 17:01:46+00:00,2018-02-19 17:31:31+00:00,7.020659722222222
declaration 107432,2018-02-12 17:45:14+00:00,2018-02-19 17:31:31+00:00,6.990474537037037
declaration 107437,2018-02-13 10:46:31+00:00,2018-07-19 17:32:02+00:00,156.2816087962963
declaration 107442,2018-02-13 13:11:46+00:00,2018-02-26 17:31:27+00:00,13.180335648148148
declaration 107447,2018-02-13 14:36:17+00:00,2018-03-01 17:31:25+00:00,16.12162037037037
declaration 107452,2018-02-13 14:51:25+00:00,2018-03-15 17:31:14+00:00,30.110983796296296
declaration 107464,2018-02-14 08:44:20+00:00,2018-03-01 17:31:25+00:00,15.366030092592593
declaration 107470,2018-02-14 10:03:54+00:00,2018-02-26 17:31:27+00:00,12.31079861111111
declaration 107475,2018-02-14 10:46:13+00:00,2018-02-19 17:31:31+00:00,5.281458333333333
declaration 107480,2018-02-14 13:30:55+00:00,2018-02-22 17:30:39+00:00,8.166481481481481
declaration 107486,2018-02-14 15:21:20+00:00,2018-03-01 17:31:25+00:00,15.090335648148148
declaration 107491,2018-02-14 15:40:02+00:00,2018-02-19 17:31:31+00:00,5.077418981481482
declaration 107496,2018-03-31 11:42:31+00:00,2018-04-05 17:30:51+00:00,5.241898148148148
declaration 107501,2018-03-31 14:32:51+00:00,2018-04-09 17:30:57+00:00,9.123680555555556
declaration 107506,2018-04-01 13:38:07+00:00,2018-04-09 17:30:57+00:00,8.161689814814816
declaration 107511,2018-04-01 16:15:28+00:00,2018-04-16 17:31:09+00:00,15.05255787037037
declaration 107516,2018-04-01 16:46:36+00:00,2018-04-09 17:30:57+00:00,8.030798611111111
declaration 107521,2018-04-01 17:32:24+00:00,2018-04-09 17:30:57+00:00,7.998993055555555
declaration 107526,2018-04-02 14:15:52+00:00,2018-04-09 17:30:57+00:00,7.135474537037037
declaration 107532,2018-04-02 14:47:25+00:00,2018-04-09 17:30:57+00:00,7.113564814814815
declaration 107537,2018-04-02 14:49:10+00:00,2018-04-09 17:30:57+00:00,7.112349537037037
declaration 107542,2018-04-03 07:12:03+00:00,2018-04-19 17:31:30+00:00,16.430173611111112
declaration 107548,2018-04-03 09:10:26+00:00,2018-04-09 17:30:57+00:00,6.347581018518518
declaration 107553,2018-04-03 09:27:16+00:00,2018-04-09 17:30:57+00:00,6.335891203703704
declaration 107558,2018-04-03 09:56:27+00:00,2018-04-12 17:31:10+00:00,9.315775462962963
declaration 107563,2018-04-03 10:07:43+00:00,2018-04-12 17:31:10+00:00,9.307951388888888
declaration 107569,2018-04-03 10:20:36+00:00,2018-04-05 17:30:51+00:00,2.2987847222222224
declaration 107574,2018-04-03 10:34:58+00:00,2018-04-16 17:31:09+00:00,13.289016203703703
declaration 107580,2018-04-03 10:55:26+00:00,2018-04-09 17:30:57+00:00,6.274664351851852
declaration 107586,2018-04-03 11:21:10+00:00,2018-04-12 17:31:10+00:00,9.256944444444445
declaration 107596,2018-04-03 13:14:20+00:00,2018-04-09 17:30:57+00:00,6.178206018518519
declaration 107602,2018-04-03 13:40:03+00:00,2018-05-03 17:31:15+00:00,30.160555555555554
declaration 107607,2018-04-03 14:25:19+00:00,2018-05-31 17:31:11+00:00,58.129074074074076
declaration 107615,2018-04-03 14:37:19+00:00,2018-04-26 17:30:51+00:00,23.120509259259258
declaration 107621,2018-04-03 14:38:13+00:00,2018-04-12 17:31:10+00:00,9.120104166666666
declaration 107626,2018-04-03 14:41:55+00:00,2018-04-05 17:30:51+00:00,2.1173148148148146
declaration 107631,2018-04-03 15:18:10+00:00,2018-04-05 17:30:51+00:00,2.0921412037037035
declaration 107636,2018-02-15 08:07:36+00:00,2018-03-08 17:30:58+00:00,21.39122685185185
declaration 107646,2018-02-15 09:04:43+00:00,2018-02-22 17:30:39+00:00,7.351342592592593
declaration 107651,2018-02-15 09:22:42+00:00,2018-03-05 17:30:57+00:00,18.3390625
declaration 107657,2018-02-15 11:16:27+00:00,2018-02-22 17:30:39+00:00,7.259861111111111
declaration 107662,2018-02-15 11:22:06+00:00,2018-02-26 17:31:27+00:00,11.256493055555556
declaration 107667,2018-02-15 13:17:12+00:00,2018-02-19 17:31:31+00:00,4.176608796296296
declaration 107672,2018-02-15 14:24:21+00:00,2018-02-22 17:30:39+00:00,7.129375
declaration 107677,2018-02-15 14:25:00+00:00,2018-02-22 17:30:39+00:00,7.128923611111111
declaration 107682,2018-02-15 15:02:49+00:00,2018-02-22 17:30:39+00:00,7.102662037037037
declaration 107687,2018-02-15 15:35:44+00:00,2018-02-22 17:30:39+00:00,7.07980324074074
declaration 107692,2018-02-15 17:15:39+00:00,2018-02-22 17:30:39+00:00,7.010416666666667
declaration 107698,2018-02-16 14:44:08+00:00,2018-03-01 17:31:25+00:00,13.116168981481481
declaration 107704,2018-02-16 16:13:35+00:00,2018-03-08 17:30:58+00:00,20.053738425925925
declaration 107710,2018-02-16 16:29:05+00:00,2018-02-22 17:30:39+00:00,6.04275462962963
declaration 107715,2018-02-17 15:11:33+00:00,2018-02-26 17:31:27+00:00,9.097152777777778
declaration 107720,2018-02-19 09:39:53+00:00,2018-03-01 17:31:25+00:00,10.327453703703704
declaration 107726,2018-02-19 09:53:07+00:00,2018-03-05 17:30:57+00:00,14.317939814814816
declaration 107732,2018-02-19 09:55:57+00:00,2018-03-05 17:30:57+00:00,14.315972222222221
declaration 107742,2018-02-19 10:07:06+00:00,2018-03-05 17:30:57+00:00,14.308229166666667
declaration 107748,2018-02-19 10:44:23+00:00,2018-02-22 17:30:39+00:00,3.2821296296296296
declaration 107753,2018-02-19 11:21:11+00:00,2018-02-22 17:30:39+00:00,3.256574074074074
declaration 107758,2018-02-19 11:34:31+00:00,2018-02-22 17:30:39+00:00,3.247314814814815
declaration 107763,2018-02-19 13:10:25+00:00,2018-02-22 17:30:39+00:00,3.180717592592593
declaration 107768,2018-02-19 13:30:53+00:00,2018-03-01 17:31:25+00:00,10.167037037037037
declaration 107773,2018-02-19 14:36:39+00:00,2018-02-22 17:30:39+00:00,3.120833333333333
declaration 107778,2018-02-19 15:22:32+00:00,2018-03-01 17:31:25+00:00,10.089502314814816
declaration 107783,2018-04-03 15:32:26+00:00,2018-04-09 17:30:57+00:00,6.082303240740741
declaration 107788,2018-04-03 15:54:14+00:00,2018-04-09 17:30:57+00:00,6.067164351851852
declaration 107793,2018-04-03 16:34:53+00:00,2018-04-09 17:30:57+00:00,6.038935185185185
declaration 107799,2018-04-03 16:45:00+00:00,2018-04-09 17:30:57+00:00,6.031909722222222
declaration 107805,2018-04-03 18:44:45+00:00,2018-04-16 17:31:09+00:00,12.948888888888888
declaration 107815,2018-04-04 10:48:34+00:00,2018-04-12 17:31:10+00:00,8.279583333333333
declaration 107820,2018-04-04 11:42:57+00:00,2018-04-26 17:30:51+00:00,22.24159722222222
declaration 107826,2018-04-04 13:02:14+00:00,2018-04-09 17:30:57+00:00,5.186608796296296
declaration 107831,2018-04-04 13:48:55+00:00,2018-04-09 17:30:57+00:00,5.154189814814814
declaration 107836,2018-04-04 22:11:52+00:00,2018-04-12 17:31:10+00:00,7.805069444444444
declaration 107842,2018-04-05 08:22:01+00:00,2018-04-09 17:30:57+00:00,4.3812037037037035
declaration 107847,2018-04-05 09:04:00+00:00,2018-04-16 17:31:09+00:00,11.3521875
declaration 107853,2018-04-05 10:43:09+00:00,2018-04-16 17:31:09+00:00,11.283333333333333
declaration 107861,2018-04-05 11:16:13+00:00,2018-04-16 17:31:09+00:00,11.26037037037037
declaration 107867,2018-04-05 13:56:24+00:00,2018-04-12 17:31:10+00:00,7.149143518518518
declaration 107873,2018-04-05 18:05:33+00:00,2018-04-12 17:31:10+00:00,6.976122685185185
declaration 107878,2018-04-05 22:19:59+00:00,2018-04-16 17:31:09+00:00,10.799421296296297
declaration 107884,2018-04-05 22:26:02+00:00,2018-04-12 17:31:10+00:00,6.795231481481482
declaration 107889,2018-04-06 09:24:54+00:00,2018-04-12 17:31:10+00:00,6.337685185185185
declaration 107894,2018-04-06 10:16:23+00:00,2018-04-19 17:31:30+00:00,13.302164351851852
declaration 107900,2018-04-06 10:25:54+00:00,2018-04-19 17:31:30+00:00,13.295555555555556
declaration 107906,2018-04-06 10:30:11+00:00,2018-04-12 17:31:10+00:00,6.292349537037037
declaration 107911,2018-04-06 10:42:34+00:00,2018-04-12 17:31:10+00:00,6.28375
declaration 107916,2018-04-06 10:45:06+00:00,2018-04-12 17:31:10+00:00,6.281990740740741
declaration 107921,2018-04-06 11:30:50+00:00,2018-04-12 17:31:10+00:00,6.250231481481482
declaration 107926,2018-04-06 11:34:42+00:00,2018-04-19 17:31:30+00:00,13.247777777777777
declaration 107932,2018-02-19 16:08:50+00:00,2018-02-26 17:31:27+00:00,7.057372685185185
declaration 107938,2018-02-19 16:28:36+00:00,2018-03-05 17:30:57+00:00,14.043298611111112
declaration 107943,2018-02-19 16:29:06+00:00,2018-03-01 17:31:25+00:00,10.043275462962963
declaration 107948,2018-02-19 16:33:53+00:00,2018-03-01 17:31:25+00:00,10.039953703703704
declaration 107954,2018-02-19 20:07:22+00:00,2018-02-22 17:30:39+00:00,2.8911689814814814
declaration 107959,2018-02-20 09:26:11+00:00,2018-03-01 17:31:25+00:00,9.336967592592593
declaration 107965,2018-02-20 10:17:22+00:00,2018-02-26 17:31:27+00:00,6.301446759259259
declaration 107970,2018-02-20 17:24:53+00:00,2018-02-26 17:31:27+00:00,6.004560185185185
declaration 107975,2018-02-21 08:32:31+00:00,2018-03-01 17:31:25+00:00,8.374236111111111
declaration 107981,2018-02-21 10:29:23+00:00,2018-02-26 17:31:27+00:00,5.293101851851852
declaration 107986,2018-02-21 11:44:13+00:00,2018-05-07 17:31:13+00:00,75.24097222222223
declaration 107991,2018-02-21 13:37:52+00:00,2018-03-19 17:30:53+00:00,26.16181712962963
declaration 108002,2018-02-21 17:20:33+00:00,2018-02-26 17:31:27+00:00,5.007569444444444
declaration 108007,2018-02-22 09:21:06+00:00,2018-03-01 17:31:25+00:00,7.340497685185185
declaration 108013,2018-02-22 11:13:08+00:00,2018-03-05 17:30:57+00:00,11.262372685185186
declaration 108018,2018-02-22 11:46:25+00:00,2018-03-05 17:30:57+00:00,11.23925925925926
declaration 108023,2018-02-22 12:32:25+00:00,2018-03-15 17:31:14+00:00,21.207511574074076
declaration 108028,2018-02-22 12:51:24+00:00,2018-03-05 17:30:57+00:00,11.194131944444445
declaration 108034,2018-02-22 13:01:00+00:00,2018-02-22 13:01:00+00:00,0.0
declaration 108036,2018-02-23 10:22:31+00:00,2018-03-01 17:31:25+00:00,6.297847222222222
declaration 108041,2018-02-23 11:25:21+00:00,2018-03-01 17:31:25+00:00,6.254212962962963
declaration 108046,2018-02-23 13:30:38+00:00,2018-03-15 17:31:14+00:00,20.167083333333334
declaration 108055,2018-02-23 13:41:31+00:00,2018-03-15 17:31:14+00:00,20.159525462962964
declaration 108061,2018-02-23 15:48:20+00:00,2018-03-01 17:31:25+00:00,6.071585648148148
declaration 108066,2018-02-23 16:18:19+00:00,2018-03-12 17:31:14+00:00,17.050636574074073
declaration 108072,2018-02-24 11:20:01+00:00,2018-03-12 17:31:14+00:00,16.25778935185185
declaration 108077,2018-04-06 11:38:14+00:00,2018-04-12 17:31:10+00:00,6.245092592592592
declaration 108082,2018-04-06 12:40:34+00:00,2018-04-12 17:31:10+00:00,6.201805555555556
declaration 108087,2018-04-06 13:17:20+00:00,2018-04-19 17:31:30+00:00,13.17650462962963
declaration 108093,2018-04-06 13:46:19+00:00,2018-04-12 17:31:10+00:00,6.156145833333333
declaration 108099,2018-04-06 15:34:16+00:00,2018-04-12 17:31:10+00:00,6.081180555555555
declaration 108104,2018-04-06 21:36:31+00:00,2018-04-12 17:31:10+00:00,5.829618055555556
declaration 108109,2018-04-07 13:54:10+00:00,2018-04-12 17:31:10+00:00,5.1506944444444445
declaration 108114,2018-04-07 20:14:05+00:00,2018-04-16 17:31:09+00:00,8.886851851851851
declaration 108119,2018-04-08 12:59:49+00:00,2018-04-19 17:31:30+00:00,11.18866898148148
declaration 108124,2018-04-08 22:50:37+00:00,2018-04-16 17:31:09+00:00,7.778148148148148
declaration 108129,2018-04-09 10:08:55+00:00,2018-04-12 17:31:10+00:00,3.3071180555555557
declaration 108134,2018-04-09 11:04:59+00:00,2018-04-19 17:31:30+00:00,10.268414351851852
declaration 108140,2018-04-09 11:12:52+00:00,2018-04-23 17:31:10+00:00,14.262708333333334
declaration 108149,2018-04-09 11:13:48+00:00,2018-04-16 17:31:09+00:00,7.262048611111111
declaration 108154,2018-04-09 14:24:20+00:00,2018-04-19 17:31:30+00:00,10.129976851851852
declaration 108160,2018-04-09 14:33:20+00:00,2018-04-19 17:31:30+00:00,10.123726851851853
declaration 108166,2018-04-09 16:31:44+00:00,2018-05-24 17:31:06+00:00,45.04122685185185
declaration 108171,2018-04-10 09:12:48+00:00,2018-04-10 09:12:48+00:00,0.0
declaration 108173,2018-04-10 09:24:14+00:00,2018-04-23 17:31:10+00:00,13.338148148148148
declaration 108179,2018-04-10 09:24:49+00:00,2018-04-23 17:31:10+00:00,13.337743055555556
declaration 108184,2018-04-10 09:26:36+00:00,2018-04-23 17:31:10+00:00,13.33650462962963
declaration 108190,2018-04-10 10:03:21+00:00,2018-04-16 17:31:09+00:00,6.310972222222222
declaration 108199,2018-04-10 13:24:32+00:00,2018-04-23 17:31:10+00:00,13.171273148148147
declaration 108205,2018-04-10 21:34:29+00:00,2018-04-16 17:31:09+00:00,5.831018518518518
declaration 108210,2018-04-10 22:00:59+00:00,2018-05-14 17:31:21+00:00,33.81275462962963
declaration 108228,2018-04-11 07:05:51+00:00,2018-04-16 17:31:09+00:00,5.434236111111111
declaration 108234,2018-04-11 08:54:42+00:00,2018-04-12 17:31:10+00:00,1.3586574074074074
declaration 108239,2018-02-24 18:43:59+00:00,2018-03-01 17:31:25+00:00,4.9496064814814815
declaration 108245,2018-02-25 09:46:32+00:00,2018-03-12 17:31:14+00:00,15.322708333333333
declaration 108250,2018-02-25 11:56:38+00:00,2018-03-01 17:31:25+00:00,4.232488425925926
declaration 108256,2018-02-25 12:35:13+00:00,2018-03-01 17:31:25+00:00,4.205694444444444
declaration 108262,2018-02-25 12:49:58+00:00,2018-03-19 17:30:53+00:00,22.19508101851852
declaration 108268,2018-02-25 13:00:43+00:00,2018-03-19 17:30:53+00:00,22.18761574074074
declaration 108274,2018-02-25 14:24:49+00:00,2018-03-12 17:31:14+00:00,15.12945601851852
declaration 108280,2018-02-26 08:01:18+00:00,2018-03-01 17:31:25+00:00,3.395914351851852
declaration 108286,2018-02-26 08:36:15+00:00,2018-03-15 17:31:14+00:00,17.371516203703703
declaration 108292,2018-02-26 09:47:00+00:00,2018-03-12 17:31:14+00:00,14.322384259259259
declaration 108297,2018-02-26 09:50:09+00:00,2018-04-12 17:31:10+00:00,45.320150462962964
declaration 108303,2018-02-26 10:08:23+00:00,2018-03-01 17:31:25+00:00,3.307662037037037
declaration 108308,2018-02-26 10:36:53+00:00,2018-03-01 17:31:25+00:00,3.28787037037037
declaration 108313,2018-02-26 14:46:34+00:00,2018-03-01 17:31:25+00:00,3.1144791666666665
declaration 108318,2018-02-26 15:16:19+00:00,2018-03-01 17:31:25+00:00,3.0938194444444442
declaration 108324,2018-02-26 16:02:13+00:00,2018-03-05 17:30:57+00:00,7.06162037037037
declaration 108330,2018-02-26 16:40:58+00:00,2018-03-05 17:30:57+00:00,7.034710648148148
declaration 108335,2018-02-26 17:03:36+00:00,2018-03-12 17:31:14+00:00,14.019189814814816
declaration 108341,2018-02-27 00:12:54+00:00,2018-03-12 17:31:14+00:00,13.721064814814815
declaration 108346,2018-02-27 09:03:42+00:00,2018-03-08 17:30:58+00:00,9.35226851851852
declaration 108355,2018-02-27 10:34:22+00:00,2018-03-08 17:30:58+00:00,9.289305555555556
declaration 108360,2018-02-27 11:54:56+00:00,2018-03-08 17:30:58+00:00,9.233356481481481
declaration 108366,2018-02-27 15:43:58+00:00,2018-03-01 17:31:25+00:00,2.0746180555555553
declaration 108371,2018-02-27 20:31:55+00:00,2018-03-05 17:30:57+00:00,5.8743287037037035
declaration 108376,2018-02-28 09:22:02+00:00,2018-03-15 17:31:14+00:00,15.339722222222223
declaration 108382,2018-04-11 09:30:55+00:00,2018-04-26 17:30:51+00:00,15.333287037037037
declaration 108388,2018-04-11 11:55:38+00:00,2018-04-19 17:31:30+00:00,8.23324074074074
declaration 108393,2018-04-11 13:32:58+00:00,2018-04-23 17:31:10+00:00,12.165416666666667
declaration 108398,2018-04-11 14:00:38+00:00,2018-04-26 17:30:51+00:00,15.145983796296296
declaration 108403,2018-04-11 14:46:11+00:00,2018-04-19 17:31:30+00:00,8.114803240740741
declaration 108409,2018-04-11 16:17:18+00:00,2018-04-19 17:31:30+00:00,8.051527777777778
declaration 108415,2018-04-11 16:18:46+00:00,2018-04-19 17:31:30+00:00,8.05050925925926
declaration 108421,2018-04-11 18:12:28+00:00,2018-04-23 17:31:10+00:00,11.971319444444445
declaration 108429,2018-04-12 09:23:14+00:00,2018-04-19 17:31:30+00:00,7.339074074074074
declaration 108434,2018-04-12 11:24:29+00:00,2018-04-19 17:31:30+00:00,7.254872685185185
declaration 108440,2018-04-12 13:50:11+00:00,2018-04-16 17:31:09+00:00,4.153449074074074
declaration 108445,2018-04-12 15:58:37+00:00,2018-04-26 17:30:51+00:00,14.064050925925926
declaration 108451,2018-04-12 16:07:02+00:00,2018-04-23 17:31:10+00:00,11.058425925925926
declaration 108457,2018-04-13 00:23:01+00:00,2018-04-23 17:31:10+00:00,10.713993055555555
declaration 108463,2018-04-13 09:43:50+00:00,2018-04-19 17:31:30+00:00,6.3247685185185185
declaration 108468,2018-04-13 13:27:49+00:00,2018-04-19 17:31:30+00:00,6.169224537037037
declaration 108474,2018-04-13 14:07:06+00:00,2018-04-23 17:31:10+00:00,10.141712962962963
declaration 108479,2018-04-13 14:29:26+00:00,2018-04-13 14:29:26+00:00,0.0
declaration 108481,2018-04-13 14:56:06+00:00,2018-04-19 17:31:30+00:00,6.107916666666667
declaration 108486,2018-04-14 09:56:01+00:00,2018-04-23 17:31:10+00:00,9.316076388888888
declaration 108491,2018-04-14 18:52:06+00:00,2018-04-23 17:31:10+00:00,8.943796296296297
declaration 108497,2018-04-14 19:15:18+00:00,2018-04-23 17:31:10+00:00,8.927685185185185
declaration 108503,2018-04-14 19:39:22+00:00,2018-04-23 17:31:10+00:00,8.910972222222222
declaration 108509,2018-04-15 11:11:01+00:00,2018-04-19 17:31:30+00:00,4.264224537037037
declaration 108515,2018-04-16 08:16:53+00:00,2018-04-19 17:31:30+00:00,3.385150462962963
declaration 108520,2018-04-16 08:21:20+00:00,2018-04-19 17:31:30+00:00,3.382060185185185
declaration 108525,2018-01-16 09:19:27+00:00,2018-01-22 17:31:16+00:00,6.341539351851852
declaration 108530,2018-02-28 10:41:31+00:00,2018-03-08 17:30:58+00:00,8.284340277777778
declaration 108535,2018-02-28 11:19:22+00:00,2018-03-08 17:30:58+00:00,8.258055555555556
declaration 108540,2018-02-28 12:24:28+00:00,2018-03-05 17:30:57+00:00,5.212835648148148
declaration 108545,2018-02-28 14:23:18+00:00,2018-03-05 17:30:57+00:00,5.1303125
declaration 108551,2018-02-28 15:43:24+00:00,2018-03-08 17:30:58+00:00,8.074699074074074
declaration 108557,2018-02-28 16:43:54+00:00,2018-03-08 17:30:58+00:00,8.032685185185185
declaration 108562,2018-03-01 09:35:18+00:00,2018-03-08 17:30:58+00:00,7.330324074074074
declaration 108568,2018-03-01 09:37:35+00:00,2018-03-05 17:30:57+00:00,4.328726851851852
declaration 108574,2018-03-01 09:55:19+00:00,2018-03-15 17:31:14+00:00,14.316608796296297
declaration 108580,2018-03-01 13:11:56+00:00,2018-03-08 17:30:58+00:00,7.179884259259259
declaration 108586,2018-03-01 14:01:18+00:00,2018-03-12 17:31:14+00:00,11.145787037037037
declaration 108591,2018-03-01 16:52:17+00:00,2018-03-08 17:30:58+00:00,7.026863425925926
declaration 108597,2018-03-01 22:44:38+00:00,2018-03-08 17:30:58+00:00,6.782175925925926
declaration 108602,2018-03-02 12:45:34+00:00,2018-03-08 17:30:58+00:00,6.198194444444445
declaration 108608,2018-03-02 13:10:21+00:00,2018-03-08 17:30:58+00:00,6.180983796296296
declaration 108613,2018-03-02 13:48:43+00:00,2018-03-12 17:31:14+00:00,10.154525462962964
declaration 108622,2018-03-02 16:34:55+00:00,2018-03-08 17:30:58+00:00,6.0389236111111115
declaration 108627,2018-03-02 19:21:09+00:00,2018-03-15 17:31:14+00:00,12.923668981481482
declaration 108632,2018-03-03 20:26:59+00:00,2018-03-12 17:31:14+00:00,8.877951388888889
declaration 108637,2018-03-05 09:13:13+00:00,2018-03-15 17:31:14+00:00,10.345844907407407
declaration 108643,2018-03-05 11:19:36+00:00,2018-03-26 17:31:13+00:00,21.25806712962963
declaration 108649,2018-03-05 14:04:24+00:00,2018-03-12 17:31:14+00:00,7.143634259259259
declaration 108654,2018-03-05 14:28:49+00:00,2018-03-15 17:31:14+00:00,10.126678240740741
declaration 108659,2018-03-05 14:47:15+00:00,2018-03-12 17:31:14+00:00,7.113877314814815
declaration 108664,2018-03-05 15:53:33+00:00,2018-03-26 17:31:13+00:00,21.067824074074075
declaration 108670,2018-03-05 16:18:59+00:00,2018-04-09 17:30:57+00:00,35.04997685185185
declaration 108676,2018-01-08 15:00:17+00:00,2018-01-15 17:31:31+00:00,7.105023148148148
declaration 108681,2018-01-15 09:45:54+00:00,2018-01-15 09:45:54+00:00,0.0
declaration 108683,2018-01-08 12:05:18+00:00,2018-01-18 17:31:07+00:00,10.226261574074075
declaration 108688,2018-01-08 12:15:38+00:00,2018-01-11 17:30:56+00:00,3.218958333333333
declaration 108693,2018-01-08 14:38:30+00:00,2018-01-25 17:31:07+00:00,17.119872685185186
declaration 108698,2018-01-09 08:54:16+00:00,2018-01-11 17:30:56+00:00,2.3587962962962963
declaration 108703,2018-01-09 12:37:32+00:00,2018-01-22 17:31:16+00:00,13.203981481481481
declaration 108712,2018-01-10 12:14:59+00:00,2018-01-22 17:31:16+00:00,12.219641203703704
declaration 108718,2018-01-11 12:01:59+00:00,2018-01-18 17:31:07+00:00,7.228564814814815
declaration 108723,2018-01-11 17:10:09+00:00,2018-01-22 17:31:16+00:00,11.014664351851852
declaration 108729,2018-01-14 16:52:33+00:00,2018-01-29 17:31:10+00:00,15.02681712962963
declaration 108739,2018-01-14 21:12:16+00:00,2018-01-18 17:31:07+00:00,3.846423611111111
declaration 108744,2018-01-15 10:12:54+00:00,2018-01-18 17:31:07+00:00,3.3043171296296294
declaration 108749,2018-01-15 12:48:00+00:00,2018-01-22 17:31:16+00:00,7.196712962962963
declaration 108754,2018-01-15 13:44:53+00:00,2018-01-29 17:31:10+00:00,14.157141203703704
declaration 108765,2018-01-15 13:46:20+00:00,2018-01-22 17:31:16+00:00,7.156203703703704
declaration 108771,2018-01-15 14:53:50+00:00,2018-02-01 17:31:17+00:00,17.10934027777778
declaration 108780,2018-01-16 09:03:38+00:00,2018-01-18 17:31:07+00:00,2.3524189814814815
declaration 108785,2018-01-16 09:34:33+00:00,2018-01-25 17:31:07+00:00,9.330949074074073
declaration 108790,2018-01-16 10:24:08+00:00,2018-01-19 10:30:13+00:00,3.004224537037037
declaration 108794,2018-01-17 09:09:45+00:00,2018-01-25 17:31:07+00:00,8.348171296296297
declaration 108800,2018-01-17 10:14:20+00:00,2018-01-22 17:31:16+00:00,5.303425925925926
declaration 108805,2018-03-05 18:14:27+00:00,2018-03-12 17:31:14+00:00,6.9699884259259255
declaration 108810,2018-03-05 22:09:41+00:00,2018-03-12 17:31:14+00:00,6.806631944444445
declaration 108815,2018-03-06 08:56:24+00:00,2018-03-15 17:31:14+00:00,9.357523148148148
declaration 108821,2018-03-06 14:51:03+00:00,2018-03-29 09:40:27+00:00,22.784305555555555
declaration 108830,2018-03-06 15:51:13+00:00,2018-03-15 17:31:14+00:00,9.069456018518519
declaration 108835,2018-03-06 17:17:09+00:00,2018-03-06 17:17:09+00:00,0.0
declaration 108837,2018-03-07 08:46:01+00:00,2018-03-12 17:31:14+00:00,5.364733796296297
declaration 108842,2018-03-07 08:52:41+00:00,2018-03-12 17:31:14+00:00,5.360104166666667
declaration 108847,2018-03-07 10:17:42+00:00,2018-03-08 17:30:58+00:00,1.3008796296296297
declaration 108852,2018-03-07 17:42:59+00:00,2018-03-12 17:31:14+00:00,4.9918402777777775
declaration 108857,2018-03-08 08:32:41+00:00,2018-03-12 17:31:14+00:00,4.373993055555555
declaration 108862,2018-03-08 09:24:04+00:00,2018-03-12 17:31:14+00:00,4.338310185185185
declaration 108867,2018-03-08 10:28:58+00:00,2018-03-15 17:31:14+00:00,7.293240740740741
declaration 108872,2018-03-08 10:51:21+00:00,2018-03-15 17:31:14+00:00,7.27769675925926
declaration 108877,2018-03-08 10:54:45+00:00,2018-03-15 17:31:14+00:00,7.275335648148148
declaration 108885,2018-03-08 10:56:08+00:00,2018-03-15 17:31:14+00:00,7.274375
declaration 108890,2018-03-08 10:58:18+00:00,2018-03-15 17:31:14+00:00,7.27287037037037
declaration 108895,2018-03-08 11:27:40+00:00,2018-03-12 17:31:14+00:00,4.252476851851852
declaration 108900,2018-03-08 11:57:02+00:00,2018-03-19 17:30:53+00:00,11.231840277777778
declaration 108906,2018-03-08 12:43:17+00:00,2018-03-26 17:31:13+00:00,18.199953703703702
declaration 108912,2018-03-08 12:45:38+00:00,2018-03-15 17:31:14+00:00,7.198333333333333
declaration 108917,2018-03-08 13:23:08+00:00,2018-03-15 17:31:14+00:00,7.172291666666666
declaration 108923,2018-03-08 15:38:33+00:00,2018-03-15 17:31:14+00:00,7.078252314814815
declaration 108928,2018-03-08 16:32:02+00:00,2018-03-15 17:31:14+00:00,7.041111111111111
