case_id,activity,repeat_count,rework_type,is_loop_rework
declaration 19578,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19607,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19661,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19677,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 19704,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19790,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19816,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19859,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19921,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 19921,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 19921,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 19921,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 19962,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20016,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 20016,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 20016,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 20033,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 20033,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 20033,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 20033,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20053,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 20053,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 20053,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 20053,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 20053,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 20053,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 20165,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20195,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20195,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 2020,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20245,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20269,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20288,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2035,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2035,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 2035,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 20393,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20467,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20489,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 20489,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20507,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 20507,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 20507,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 20507,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 20564,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20748,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 20748,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 20748,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 20776,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 20776,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 20776,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 20797,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 20797,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 2084,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20860,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 20860,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 2098,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21040,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21063,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21161,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21271,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21286,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21286,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 21316,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21331,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21346,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2139,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21475,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21536,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21569,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 21569,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 21569,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 21638,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 21638,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 21638,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 21655,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21671,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 21671,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 21671,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 21691,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2170,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2170,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 21845,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2186,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21863,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 21932,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22002,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 22002,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 22002,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 22101,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22101,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 22101,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 22151,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22235,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22235,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 22253,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22267,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22296,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22318,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22318,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 22374,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 22374,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 22374,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 22420,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22470,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22496,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22521,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 22626,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22702,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22744,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22861,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 22971,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 22971,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 22971,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 22971,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23007,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 23007,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 23007,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 23024,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23038,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23052,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23067,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23131,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 23131,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 23131,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 23241,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23264,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23344,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23373,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23413,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23434,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 23434,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 23454,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 23454,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 23454,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23456,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 23456,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 23505,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23540,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23554,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 23554,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 23578,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 23578,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 23578,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 23578,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 23599,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23749,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23773,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 23773,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 23945,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 23945,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 23945,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 23977,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24018,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24188,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 24188,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 24188,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 24216,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24230,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24244,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24306,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24379,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24427,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24483,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 24483,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 24483,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 24523,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24588,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24588,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 24612,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 24612,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 24612,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 2465,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 2465,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 2465,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 24675,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24688,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 24842,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25107,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2512,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25146,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25161,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25226,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 25226,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 25226,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 25288,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25429,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25454,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 25454,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 25454,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 25471,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25516,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25532,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 25532,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 25532,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 25548,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 25548,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 25548,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25567,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 25567,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 25567,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 25669,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25720,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 25720,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 25720,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 25766,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25902,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25919,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 25934,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26025,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26078,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26168,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26267,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26302,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26380,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26413,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2643,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2643,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 26469,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 26469,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 26633,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26633,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 26633,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 2664,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2664,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 26799,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26913,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 26913,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 27041,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 27041,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 27041,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 27041,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 27100,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27185,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 27185,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 27185,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27218,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 27218,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 27218,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27285,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27285,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 27313,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27364,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27413,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27440,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27474,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27474,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 27501,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27520,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27582,Send Reminder,2,minor,False
declaration 27582,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 27582,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 27582,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 27734,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27837,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 27921,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28002,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28042,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 28042,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 28042,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 28216,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 28216,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 28216,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 28234,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 28234,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 28234,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 28272,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 28272,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 28272,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 28310,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 28310,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28405,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28464,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28579,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2858,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28651,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 28679,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 28679,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 28679,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 28708,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 28727,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 28727,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 28727,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 28886,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 28886,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 28987,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29027,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29050,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 29050,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 29050,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 29068,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29093,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29093,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 29107,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29131,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 29131,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 29131,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 29195,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 29195,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 29195,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 29263,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29317,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29345,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29442,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29482,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 29482,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 29482,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 29482,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 29482,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 29504,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29595,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2962,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29639,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29680,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29730,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 29730,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 29830,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 29830,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29874,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 29874,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 2990,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29900,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 29948,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 29948,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 29996,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30037,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30037,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 30070,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30102,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 30102,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 30102,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 30121,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 30121,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 30121,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 30154,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30193,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 30193,Declaration REJECTED by ADMINISTRATION,4,major,True
declaration 30193,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 30215,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 30215,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 30215,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 30231,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30273,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30360,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30381,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 30443,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3045,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30479,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30574,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 30574,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 30574,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 30598,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30656,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 30656,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 30656,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 30677,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30730,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30803,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30803,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 30843,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30918,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 30950,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31022,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31040,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31099,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 31099,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 31099,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 31205,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31259,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31348,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31410,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31479,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 31479,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 31479,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 31495,Send Reminder,2,minor,False
declaration 31525,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31595,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31614,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 31614,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 31614,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 31646,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31684,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31697,Send Reminder,2,minor,False
declaration 3171,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31756,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 31756,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 31756,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 31775,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 31775,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 31775,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 31796,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 31815,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32016,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32039,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32077,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 32077,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 32077,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32148,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32185,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32217,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 32217,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 32217,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 32217,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 32323,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32360,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3239,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32424,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32444,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 32444,Declaration REJECTED by ADMINISTRATION,2,minor,True
