case_id,outcome
declaration 23713,approved
declaration 23715,approved
declaration 23728,approved
declaration 23738,approved
declaration 23749,approved
declaration 23773,approved
declaration 2378,approved
declaration 23795,rejected
declaration 23807,approved
declaration 23868,approved
declaration 2389,approved
declaration 23933,approved
declaration 23935,open
declaration 23945,approved
declaration 23961,approved
declaration 23977,approved
declaration 23993,approved
declaration 24005,approved
declaration 24018,approved
declaration 2402,approved
declaration 24037,approved
declaration 24078,approved
declaration 24137,approved
declaration 24158,approved
declaration 2416,approved
declaration 24173,approved
declaration 24188,approved
declaration 24206,approved
declaration 24216,approved
declaration 24230,approved
declaration 24244,approved
declaration 24272,approved
declaration 2428,approved
declaration 24282,approved
declaration 24306,approved
declaration 24321,approved
declaration 24332,approved
declaration 24344,approved
declaration 24369,approved
declaration 24379,approved
declaration 24424,approved
declaration 24426,rejected
declaration 24427,approved
declaration 24446,approved
declaration 24456,approved
declaration 24468,approved
declaration 24483,approved
declaration 24503,approved
declaration 24513,approved
declaration 24523,approved
declaration 24536,approved
declaration 2454,approved
declaration 24546,approved
declaration 24556,approved
declaration 24569,approved
declaration 24586,approved
declaration 24588,rejected
declaration 24612,approved
declaration 24637,approved
declaration 2465,approved
declaration 24653,approved
declaration 24663,approved
declaration 24675,approved
declaration 24688,approved
declaration 24703,approved
declaration 24713,approved
declaration 24724,approved
declaration 24734,approved
declaration 24746,approved
declaration 24765,approved
declaration 24776,approved
declaration 24787,approved
declaration 24807,approved
declaration 24824,approved
declaration 24842,approved
declaration 24858,approved
declaration 2487,approved
declaration 24870,approved
declaration 24882,approved
declaration 24897,approved
declaration 24911,approved
declaration 24921,approved
declaration 24942,approved
declaration 24958,approved
declaration 25021,approved
declaration 25047,approved
declaration 25058,approved
declaration 25070,approved
declaration 25082,approved
declaration 25092,approved
declaration 2510,approved
declaration 25107,approved
declaration 2512,approved
declaration 25126,approved
declaration 25136,approved
declaration 2514,approved
declaration 25146,approved
declaration 2516,rejected
declaration 25161,approved
declaration 25174,approved
declaration 25191,approved
declaration 25204,approved
declaration 25216,approved
declaration 25226,approved
declaration 25247,approved
declaration 25265,approved
declaration 25275,approved
declaration 25288,approved
declaration 25301,approved
declaration 25303,approved
declaration 25329,approved
declaration 25363,approved
declaration 25377,approved
declaration 25388,approved
declaration 25412,approved
declaration 25429,approved
declaration 25444,approved
declaration 25454,approved
declaration 25471,approved
declaration 25488,approved
declaration 25503,approved
declaration 25516,approved
declaration 25532,rejected
declaration 25548,approved
declaration 25567,approved
declaration 25594,approved
declaration 2560,approved
declaration 25617,approved
declaration 25627,approved
declaration 25643,approved
declaration 25645,approved
declaration 25669,approved
declaration 25693,approved
declaration 25695,open
declaration 25720,approved
declaration 25738,approved
declaration 25748,approved
declaration 25766,approved
declaration 2578,approved
declaration 25782,approved
declaration 2580,approved
declaration 25811,approved
declaration 25825,approved
declaration 25835,approved
declaration 25845,approved
declaration 25863,approved
declaration 25879,approved
declaration 25891,approved
declaration 25902,approved
declaration 25919,approved
declaration 25934,approved
declaration 25950,approved
declaration 25968,approved
declaration 26005,approved
declaration 26015,approved
declaration 26025,approved
declaration 26052,approved
declaration 26054,approved
declaration 2607,approved
declaration 26078,approved
declaration 26093,approved
declaration 26104,approved
declaration 26117,approved
declaration 26137,approved
declaration 26168,approved
declaration 2618,approved
declaration 26181,approved
declaration 26195,rejected
declaration 26196,approved
declaration 26219,approved
declaration 26234,approved
declaration 26247,approved
declaration 26267,approved
declaration 26290,approved
declaration 26302,approved
declaration 2631,approved
declaration 26315,approved
declaration 26325,approved
declaration 26337,approved
declaration 26347,approved
declaration 26357,approved
declaration 26368,approved
declaration 26380,approved
declaration 26403,approved
declaration 26413,approved
declaration 2643,approved
declaration 26435,approved
declaration 26445,approved
declaration 26447,rejected
declaration 26459,approved
declaration 26469,approved
declaration 26483,approved
declaration 26500,approved
declaration 26516,approved
declaration 26527,approved
declaration 26546,approved
declaration 26567,approved
declaration 26578,approved
declaration 26604,approved
declaration 26633,approved
declaration 2664,rejected
declaration 26656,approved
declaration 26673,approved
declaration 26683,approved
declaration 26699,approved
declaration 26711,approved
declaration 26729,approved
declaration 26739,approved
declaration 26770,approved
declaration 26786,approved
declaration 26799,approved
declaration 26818,approved
declaration 26830,approved
declaration 26840,approved
declaration 26850,approved
declaration 26868,approved
declaration 2689,approved
declaration 26894,approved
declaration 26913,approved
declaration 26930,approved
declaration 26940,approved
declaration 26951,approved
declaration 26963,approved
declaration 26975,approved
declaration 26989,approved
declaration 27011,approved
declaration 27027,approved
declaration 2703,approved
declaration 27041,approved
declaration 27100,approved
declaration 27113,approved
declaration 27154,approved
declaration 27165,approved
declaration 27175,approved
declaration 27185,approved
declaration 27202,approved
declaration 2721,approved
declaration 27218,approved
declaration 27260,approved
declaration 27273,approved
declaration 27285,approved
declaration 27301,approved
declaration 27313,approved
declaration 27327,approved
declaration 27339,approved
declaration 27354,approved
declaration 27364,approved
declaration 27389,approved
declaration 27391,rejected
declaration 2740,approved
declaration 27409,approved
declaration 27411,approved
declaration 27413,approved
declaration 27415,approved
declaration 27440,approved
declaration 27453,approved
declaration 27463,approved
declaration 27474,approved
declaration 27491,approved
declaration 27501,approved
declaration 27520,approved
declaration 27535,approved
declaration 27556,approved
declaration 2756,approved
declaration 27567,approved
declaration 27582,approved
declaration 27604,approved
declaration 27616,rejected
declaration 2767,approved
declaration 27717,approved
declaration 27734,approved
declaration 27753,approved
declaration 27769,approved
declaration 27785,approved
declaration 27801,approved
declaration 27814,approved
declaration 27824,approved
declaration 2783,approved
declaration 27837,approved
declaration 27850,approved
declaration 27862,approved
declaration 27874,approved
declaration 27891,approved
declaration 27903,approved
declaration 27921,approved
declaration 27937,approved
declaration 27949,approved
declaration 27982,approved
declaration 27992,approved
declaration 28002,approved
declaration 28015,approved
declaration 28030,approved
declaration 28042,approved
declaration 28061,approved
declaration 28075,approved
declaration 2808,approved
declaration 28088,approved
declaration 28104,approved
declaration 28123,approved
declaration 28139,approved
declaration 28149,approved
declaration 28159,approved
declaration 28170,approved
declaration 28186,approved
declaration 28200,approved
declaration 2821,approved
declaration 28216,approved
declaration 28234,approved
declaration 28254,approved
declaration 28272,approved
declaration 28297,approved
declaration 28310,approved
declaration 28334,approved
declaration 2834,rejected
declaration 28345,approved
declaration 28355,approved
declaration 28371,approved
declaration 28381,approved
declaration 28395,open
declaration 28405,approved
declaration 28422,approved
declaration 28443,approved
declaration 28454,approved
declaration 28464,approved
declaration 2847,approved
declaration 28486,approved
declaration 28512,approved
declaration 28522,approved
declaration 28569,approved
declaration 28579,approved
declaration 2858,approved
declaration 28607,approved
declaration 28622,approved
declaration 28632,approved
declaration 28651,approved
declaration 28679,approved
declaration 28698,approved
declaration 28708,approved
declaration 28725,approved
declaration 28727,approved
declaration 2873,approved
declaration 28772,approved
declaration 28818,rejected
declaration 28845,approved
declaration 28855,approved
declaration 28867,approved
declaration 28886,approved
declaration 28900,approved
declaration 28916,approved
declaration 28926,approved
declaration 28942,approved
declaration 28952,approved
declaration 2896,approved
declaration 28965,approved
declaration 28975,approved
declaration 28987,approved
declaration 29015,approved
declaration 29027,approved
declaration 29050,approved
declaration 29068,approved
declaration 29083,approved
declaration 29093,approved
declaration 29107,approved
declaration 2911,approved
declaration 29121,approved
declaration 29131,approved
declaration 29147,approved
declaration 29149,rejected
declaration 29164,approved
declaration 29179,approved
declaration 29195,approved
declaration 29214,approved
declaration 29226,approved
declaration 29238,approved
declaration 29251,approved
declaration 29263,approved
declaration 2929,approved
declaration 29317,approved
declaration 29333,approved
declaration 29345,approved
declaration 29358,approved
declaration 29370,approved
declaration 29383,approved
declaration 29397,approved
declaration 29416,approved
declaration 29429,approved
declaration 29442,approved
declaration 29455,approved
declaration 29472,approved
declaration 29482,approved
declaration 29504,approved
declaration 29517,approved
declaration 2952,approved
declaration 29528,approved
declaration 29546,approved
declaration 29562,approved
declaration 29572,approved
declaration 29582,approved
declaration 29595,approved
declaration 29609,approved
declaration 2962,approved
declaration 29627,approved
declaration 29639,approved
declaration 29656,approved
declaration 29668,approved
declaration 29680,approved
declaration 29700,approved
declaration 29730,approved
declaration 29744,approved
declaration 29770,approved
declaration 2978,approved
declaration 29781,approved
declaration 29783,approved
declaration 29797,approved
declaration 29810,approved
declaration 29820,approved
declaration 29830,approved
declaration 29846,approved
declaration 29864,approved
declaration 29874,approved
declaration 29890,approved
declaration 2990,approved
declaration 29900,approved
declaration 29913,approved
declaration 29925,approved
declaration 29935,approved
declaration 29948,approved
declaration 29962,approved
declaration 29974,approved
declaration 29984,approved
declaration 29996,approved
declaration 30009,approved
declaration 30025,approved
declaration 30037,approved
declaration 30054,approved
declaration 3006,approved
declaration 30070,approved
declaration 30085,approved
declaration 30102,approved
declaration 30121,approved
declaration 30139,approved
declaration 30154,approved
declaration 30173,approved
declaration 3018,approved
declaration 30183,approved
declaration 30193,approved
declaration 30215,approved
declaration 30231,approved
declaration 30244,approved
declaration 30256,approved
declaration 30273,approved
declaration 30290,approved
declaration 3030,approved
declaration 30303,approved
declaration 30319,approved
declaration 30336,approved
declaration 30348,approved
declaration 30359,rejected
declaration 30360,approved
declaration 30381,approved
declaration 30421,approved
declaration 30443,approved
declaration 3045,approved
declaration 30456,approved
declaration 30467,approved
declaration 30479,approved
declaration 30492,approved
declaration 30504,approved
declaration 30514,approved
declaration 30525,approved
declaration 30551,approved
declaration 30562,approved
declaration 30572,approved
declaration 30574,approved
declaration 30598,approved
declaration 30613,approved
declaration 30625,approved
declaration 3063,approved
declaration 30643,approved
declaration 30656,approved
declaration 30677,approved
declaration 30714,approved
declaration 3073,approved
declaration 30730,approved
declaration 30746,approved
declaration 30759,approved
declaration 30773,approved
declaration 30783,approved
declaration 30793,approved
declaration 30803,approved
declaration 30822,approved
declaration 3083,approved
declaration 30843,approved
declaration 30857,approved
declaration 30859,approved
declaration 30874,approved
declaration 30890,approved
declaration 30903,approved
declaration 30918,approved
declaration 30939,approved
declaration 30950,approved
declaration 30965,approved
declaration 30975,approved
declaration 30992,approved
declaration 31012,approved
declaration 31022,approved
declaration 31040,approved
declaration 31072,approved
declaration 3109,approved
declaration 31099,approved
declaration 31125,approved
declaration 31142,approved
declaration 31156,approved
declaration 31172,approved
declaration 31189,approved
declaration 31205,approved
declaration 31231,approved
declaration 31259,approved
declaration 31285,approved
declaration 31300,approved
declaration 31313,approved
declaration 31326,approved
declaration 31336,approved
declaration 31348,approved
declaration 31350,approved
declaration 31352,approved
declaration 31387,approved
declaration 31398,approved
declaration 3141,approved
declaration 31410,approved
declaration 31425,approved
declaration 31439,approved
declaration 31451,approved
declaration 31469,rejected
declaration 31479,approved
declaration 31495,approved
declaration 31507,approved
declaration 31525,approved
declaration 3154,approved
declaration 31542,open
declaration 31549,approved
declaration 3156,rejected
declaration 31561,approved
declaration 31573,approved
declaration 31575,rejected
declaration 31576,rejected
declaration 31595,approved
declaration 31614,approved
declaration 31633,approved
declaration 31646,approved
declaration 31661,approved
declaration 31672,approved
declaration 31684,approved
declaration 31697,approved
declaration 31709,approved
declaration 3171,approved
declaration 31721,approved
declaration 31732,approved
declaration 31742,approved
declaration 31756,approved
declaration 31775,approved
declaration 31796,approved
declaration 31815,approved
declaration 31830,approved
declaration 3184,approved
declaration 31843,approved
declaration 31858,approved
declaration 31871,approved
declaration 31881,approved
declaration 31895,approved
declaration 31916,approved
declaration 31926,approved
declaration 31942,approved
declaration 31952,approved
declaration 3196,rejected
declaration 31964,approved
declaration 3197,approved
declaration 31986,approved
declaration 32006,approved
declaration 32016,approved
declaration 32029,approved
declaration 32039,approved
declaration 32055,approved
declaration 32065,approved
declaration 32077,approved
declaration 32102,approved
declaration 32118,approved
declaration 32132,approved
declaration 32148,approved
declaration 32162,approved
declaration 32185,approved
declaration 32187,rejected
declaration 32217,approved
declaration 32247,approved
declaration 32258,approved
declaration 3226,approved
declaration 32273,approved
declaration 32289,approved
declaration 32313,approved
declaration 32323,approved
declaration 32336,approved
declaration 32360,approved
declaration 32385,approved
declaration 32387,approved
declaration 3239,approved
declaration 32424,approved
declaration 32444,approved
declaration 32462,approved
declaration 32472,approved
declaration 32486,approved
declaration 32504,approved
declaration 32516,approved
declaration 3252,approved
declaration 32528,approved
declaration 32541,approved
declaration 32556,approved
declaration 32579,approved
declaration 32581,approved
declaration 32583,approved
declaration 32585,approved
declaration 32587,approved
declaration 32589,approved
declaration 32591,approved
declaration 32593,approved
declaration 32595,approved
declaration 32597,approved
declaration 32640,approved
declaration 32655,approved
declaration 3267,approved
declaration 32671,approved
declaration 32682,approved
declaration 32694,approved
declaration 32711,approved
declaration 32740,approved
declaration 32756,approved
declaration 32771,open
declaration 32779,approved
declaration 32796,approved
declaration 32809,approved
declaration 32825,approved
declaration 32839,approved
declaration 32841,rejected
declaration 32859,approved
declaration 32869,approved
declaration 32884,approved
declaration 32902,approved
declaration 3291,approved
declaration 32927,approved
declaration 32943,approved
declaration 32955,approved
declaration 32970,approved
declaration 32985,approved
declaration 33000,approved
declaration 33010,approved
declaration 33024,approved
declaration 33034,approved
declaration 33049,approved
declaration 3305,approved
declaration 33059,approved
declaration 33076,approved
declaration 33091,approved
declaration 33104,approved
declaration 33106,rejected
declaration 33122,approved
declaration 33134,approved
declaration 33145,approved
declaration 33160,approved
declaration 33177,approved
declaration 33179,approved
declaration 3319,approved
declaration 33203,rejected
declaration 33204,approved
declaration 33228,approved
declaration 33244,approved
declaration 33262,approved
declaration 33279,approved
declaration 33289,approved
declaration 33309,approved
declaration 33332,approved
declaration 3335,approved
declaration 33365,approved
declaration 33380,approved
declaration 33396,approved
declaration 33406,approved
declaration 33418,approved
declaration 33428,approved
declaration 33442,approved
declaration 33455,approved
declaration 33472,approved
declaration 33495,approved
declaration 33512,approved
declaration 33523,approved
declaration 3353,approved
declaration 33533,approved
declaration 33546,approved
declaration 33565,approved
declaration 33577,approved
declaration 33592,approved
declaration 33604,approved
declaration 33614,approved
declaration 33631,approved
declaration 3364,approved
declaration 33654,rejected
declaration 33655,approved
declaration 33674,approved
declaration 33687,approved
declaration 33697,approved
declaration 33715,approved
declaration 33726,approved
declaration 3374,approved
declaration 33752,approved
declaration 33762,approved
declaration 33772,approved
declaration 33782,approved
declaration 33795,approved
declaration 33807,approved
declaration 33818,approved
declaration 33831,approved
declaration 33842,approved
declaration 33852,approved
declaration 3386,approved
declaration 33867,approved
declaration 33881,approved
declaration 33892,approved
declaration 33913,approved
declaration 33923,approved
declaration 33933,approved
declaration 33950,approved
declaration 33963,approved
declaration 3397,approved
declaration 33980,approved
declaration 33991,approved
declaration 34007,approved
declaration 34017,approved
declaration 34031,approved
declaration 34051,approved
declaration 34071,approved
declaration 34073,rejected
declaration 3408,approved
declaration 34090,approved
declaration 34111,approved
declaration 34124,approved
declaration 34142,approved
declaration 34152,approved
declaration 34174,approved
declaration 34187,approved
declaration 34197,approved
declaration 34209,approved
declaration 34219,approved
declaration 34221,approved
declaration 34237,approved
declaration 34239,approved
declaration 34241,open
declaration 34254,approved
declaration 34266,approved
declaration 34279,rejected
declaration 34280,approved
declaration 34294,approved
declaration 34310,approved
declaration 3432,approved
declaration 34320,approved
declaration 34343,approved
declaration 34367,approved
declaration 34384,approved
declaration 34397,approved
declaration 34415,approved
declaration 34430,approved
declaration 34451,open
declaration 34458,approved
declaration 3446,approved
declaration 34470,approved
declaration 34486,approved
declaration 34507,approved
declaration 34521,approved
declaration 34551,approved
declaration 34563,approved
declaration 34573,approved
declaration 34587,approved
declaration 3459,approved
declaration 34602,approved
declaration 34614,approved
declaration 34625,approved
declaration 34643,approved
declaration 34660,approved
declaration 34671,approved
declaration 34684,approved
declaration 34694,approved
declaration 34709,approved
declaration 34719,approved
declaration 34730,approved
declaration 34740,approved
declaration 34752,approved
declaration 34771,approved
declaration 34782,approved
declaration 34797,approved
declaration 3482,approved
declaration 34821,approved
declaration 34854,approved
declaration 34865,approved
declaration 34875,approved
declaration 34885,approved
declaration 34896,approved
declaration 34923,approved
declaration 34941,open
declaration 34949,approved
declaration 34959,approved
declaration 34969,approved
declaration 34985,approved
declaration 3499,approved
declaration 34995,approved
declaration 35009,approved
declaration 35024,approved
declaration 35036,approved
declaration 35049,approved
declaration 35051,approved
declaration 35075,approved
declaration 35087,approved
declaration 35109,approved
declaration 35121,approved
declaration 35136,approved
declaration 35148,approved
declaration 3516,approved
declaration 35168,approved
declaration 35178,approved
declaration 35188,approved
declaration 35198,approved
declaration 35208,approved
declaration 35240,approved
declaration 35252,approved
declaration 3526,approved
declaration 35266,approved
declaration 35293,approved
declaration 35305,approved
declaration 35317,approved
declaration 35350,approved
declaration 35367,approved
declaration 35377,approved
declaration 35387,approved
declaration 35389,rejected
declaration 35419,approved
declaration 35432,approved
declaration 35444,approved
declaration 35480,approved
declaration 3549,approved
declaration 35491,approved
declaration 35502,approved
declaration 35526,approved
declaration 35539,approved
declaration 35549,approved
declaration 35561,approved
declaration 35573,approved
declaration 35583,approved
declaration 35598,approved
declaration 35613,approved
declaration 35623,approved
declaration 35633,approved
declaration 35650,approved
declaration 3566,approved
declaration 35688,approved
declaration 35703,approved
declaration 35713,approved
declaration 35730,approved
declaration 35743,approved
declaration 35753,approved
declaration 35771,approved
declaration 35787,approved
declaration 35803,approved
declaration 35818,approved
declaration 35830,approved
declaration 3584,approved
declaration 35843,approved
declaration 35855,approved
declaration 35871,approved
declaration 35891,approved
declaration 35905,approved
declaration 35915,approved
declaration 35944,approved
declaration 35959,approved
declaration 35961,approved
declaration 35979,approved
declaration 3599,approved
declaration 35995,approved
declaration 36008,approved
declaration 36028,approved
declaration 36053,approved
declaration 36069,approved
declaration 36083,approved
declaration 36095,approved
declaration 36110,approved
declaration 36112,approved
declaration 36114,rejected
declaration 36132,approved
declaration 3615,approved
declaration 36151,approved
declaration 36169,approved
declaration 36181,approved
declaration 36196,approved
declaration 36198,rejected
declaration 36216,approved
declaration 36228,approved
declaration 36242,approved
declaration 36257,approved
declaration 3627,approved
declaration 36278,approved
declaration 36302,approved
declaration 36315,approved
declaration 36325,approved
declaration 36347,approved
declaration 36358,approved
declaration 36370,approved
declaration 36383,approved
declaration 3640,approved
declaration 36400,approved
declaration 36423,approved
declaration 36425,approved
declaration 36441,approved
declaration 36451,approved
declaration 36464,approved
declaration 36479,approved
declaration 36491,approved
declaration 36510,approved
declaration 36522,approved
declaration 3654,approved
declaration 36543,approved
declaration 36574,approved
declaration 36584,approved
declaration 36594,approved
declaration 36604,approved
declaration 36621,approved
declaration 36640,approved
declaration 36662,approved
declaration 36694,approved
declaration 36704,approved
declaration 36723,approved
declaration 36735,approved
declaration 36750,approved
declaration 36765,approved
declaration 36767,approved
declaration 36792,approved
declaration 3680,approved
declaration 36804,approved
declaration 36814,approved
declaration 3682,rejected
declaration 36830,approved
declaration 36847,approved
declaration 36859,approved
declaration 36869,approved
declaration 36894,approved
declaration 36915,approved
declaration 36929,approved
declaration 36941,approved
declaration 36952,approved
declaration 36970,approved
declaration 3699,approved
declaration 37017,approved
declaration 37029,approved
declaration 37039,approved
declaration 37061,approved
declaration 37071,approved
declaration 37082,approved
declaration 37119,approved
declaration 37129,approved
declaration 3713,approved
declaration 37141,approved
declaration 37151,approved
declaration 37161,approved
declaration 37171,approved
declaration 37187,approved
declaration 37199,approved
declaration 37212,approved
declaration 37225,approved
declaration 37239,approved
declaration 37241,approved
declaration 37261,approved
declaration 37271,approved
declaration 37284,approved
declaration 3730,approved
declaration 37302,approved
declaration 37313,approved
declaration 3732,open
declaration 37325,approved
declaration 37343,approved
declaration 37356,approved
declaration 37366,approved
declaration 37383,approved
declaration 37393,approved
declaration 37410,approved
declaration 37431,approved
declaration 37444,approved
declaration 37458,approved
declaration 37476,approved
declaration 37489,approved
declaration 37501,approved
declaration 37514,approved
declaration 3752,approved
declaration 37524,approved
declaration 37540,approved
declaration 37555,approved
declaration 37571,approved
declaration 37595,approved
declaration 37605,approved
declaration 37617,approved
declaration 3762,approved
declaration 37632,approved
declaration 37648,approved
declaration 37663,approved
declaration 37665,approved
declaration 37688,approved
declaration 37708,approved
declaration 37742,approved
declaration 37755,approved
declaration 37765,approved
declaration 37777,approved
declaration 3778,approved
declaration 37795,approved
declaration 37818,approved
declaration 37831,approved
declaration 37843,approved
declaration 37845,approved
declaration 37875,approved
declaration 37887,approved
declaration 37898,approved
declaration 37913,approved
declaration 37928,approved
declaration 37940,approved
declaration 3795,approved
declaration 37963,approved
declaration 37979,approved
declaration 37989,approved
declaration 38002,approved
declaration 38028,approved
declaration 38038,approved
declaration 38050,approved
declaration 38068,approved
declaration 38080,approved
declaration 3809,approved
declaration 38090,approved
declaration 38117,approved
declaration 38130,approved
declaration 38142,approved
declaration 38163,approved
declaration 38182,approved
declaration 38194,approved
declaration 38208,approved
declaration 38232,approved
declaration 38246,approved
declaration 38266,approved
declaration 38276,approved
declaration 38286,approved
declaration 38304,approved
declaration 38314,approved
declaration 38329,approved
declaration 3834,approved
declaration 38341,approved
declaration 38351,approved
declaration 38366,approved
declaration 38376,approved
declaration 38386,approved
declaration 38402,approved
declaration 38415,approved
declaration 38431,approved
declaration 3845,approved
declaration 38451,approved
declaration 38466,approved
declaration 38480,approved
declaration 38500,approved
declaration 38514,approved
declaration 38530,rejected
declaration 38531,approved
declaration 3855,approved
declaration 38550,approved
declaration 38565,approved
declaration 38581,approved
declaration 38592,approved
declaration 38602,approved
declaration 38618,approved
declaration 38632,approved
declaration 38657,approved
declaration 38670,approved
declaration 3868,approved
declaration 38683,approved
declaration 38693,approved
declaration 38703,approved
declaration 38714,approved
declaration 38724,approved
declaration 38740,approved
declaration 38764,approved
declaration 38784,approved
declaration 38794,approved
declaration 38806,approved
declaration 3882,approved
declaration 38824,approved
declaration 38840,approved
declaration 38855,approved
declaration 38871,approved
declaration 38873,approved
declaration 38886,approved
declaration 38899,approved
declaration 38914,approved
declaration 38926,approved
declaration 38944,approved
declaration 38956,approved
declaration 38969,approved
declaration 38979,approved
declaration 38998,approved
declaration 39000,rejected
declaration 3901,approved
declaration 39033,approved
declaration 39045,open
declaration 39053,approved
declaration 39065,approved
declaration 39078,approved
declaration 39095,approved
declaration 39105,approved
declaration 39107,approved
declaration 39120,approved
declaration 39153,approved
declaration 39165,approved
declaration 39187,approved
declaration 3920,approved
declaration 39214,approved
declaration 39230,approved
declaration 39245,approved
declaration 39258,approved
declaration 39271,approved
declaration 39288,approved
declaration 39290,approved
declaration 39308,approved
declaration 39329,approved
declaration 39355,approved
declaration 39368,approved
declaration 39378,approved
declaration 39390,open
declaration 39397,approved
declaration 3940,approved
declaration 39417,approved
declaration 39433,approved
declaration 39450,approved
declaration 39465,approved
declaration 39477,approved
declaration 39492,approved
declaration 39502,approved
declaration 39512,approved
declaration 39525,approved
declaration 39541,approved
declaration 39553,approved
declaration 39565,approved
declaration 39575,approved
declaration 39601,approved
declaration 3962,approved
declaration 39626,approved
declaration 39640,approved
declaration 39653,approved
declaration 39655,rejected
declaration 39656,approved
declaration 39658,approved
declaration 39681,approved
declaration 39700,approved
declaration 39715,approved
declaration 3972,approved
declaration 39736,approved
declaration 39756,approved
declaration 39769,approved
declaration 39779,approved
declaration 39789,approved
declaration 39804,approved
declaration 39815,approved
declaration 39827,approved
declaration 39839,approved
declaration 39856,approved
declaration 3986,approved
declaration 39866,approved
declaration 39876,approved
declaration 39886,approved
declaration 39898,approved
declaration 39911,approved
declaration 39927,approved
declaration 39955,approved
declaration 39966,approved
declaration 3997,approved
declaration 39976,approved
declaration 40000,approved
declaration 40020,approved
declaration 40030,approved
declaration 40041,approved
declaration 40053,approved
declaration 40069,approved
declaration 40082,approved
declaration 40084,approved
declaration 4009,approved
declaration 40106,approved
declaration 40119,approved
declaration 40129,approved
declaration 40142,approved
declaration 40152,approved
declaration 40162,approved
declaration 40178,approved
declaration 40188,approved
declaration 40203,approved
declaration 40219,approved
declaration 40229,approved
declaration 40244,approved
declaration 40261,approved
declaration 40271,approved
declaration 4028,approved
declaration 40287,approved
declaration 40299,approved
declaration 40323,approved
declaration 40345,approved
declaration 40370,approved
declaration 40384,approved
declaration 40398,approved
declaration 40412,approved
declaration 40430,approved
declaration 40446,approved
declaration 40461,approved
declaration 40474,approved
declaration 40487,approved
declaration 40497,approved
declaration 40507,approved
declaration 40517,approved
declaration 4052,approved
declaration 40541,approved
declaration 40557,approved
declaration 40568,rejected
declaration 40569,approved
declaration 40571,rejected
declaration 40572,rejected
declaration 40573,rejected
declaration 40594,approved
declaration 40606,approved
declaration 40616,approved
declaration 4063,approved
declaration 40632,approved
declaration 40667,approved
declaration 40682,approved
declaration 40698,approved
declaration 40713,approved
declaration 4073,approved
declaration 40730,approved
declaration 40732,approved
declaration 40755,approved
declaration 40757,approved
declaration 40770,approved
declaration 40780,approved
declaration 40790,approved
declaration 40804,approved
declaration 40818,approved
declaration 40834,approved
declaration 40849,approved
declaration 40863,approved
declaration 40878,approved
declaration 4088,approved
declaration 40890,approved
declaration 40902,approved
declaration 40918,approved
declaration 40928,approved
declaration 40944,approved
declaration 40963,approved
declaration 40965,rejected
declaration 40966,rejected
declaration 4098,approved
declaration 40981,approved
declaration 40993,approved
declaration 41017,approved
declaration 41040,approved
declaration 41052,approved
declaration 41068,approved
declaration 41070,approved
declaration 4108,approved
declaration 41083,approved
declaration 41098,approved
declaration 41108,approved
declaration 41118,approved
declaration 41130,approved
declaration 41144,approved
declaration 41158,approved
declaration 41174,approved
declaration 41188,approved
declaration 4119,approved
declaration 41200,approved
declaration 41214,approved
declaration 41234,approved
declaration 41236,approved
declaration 41252,approved
declaration 41266,approved
declaration 41289,approved
declaration 4129,rejected
declaration 4130,approved
declaration 41301,approved
declaration 41313,approved
declaration 4132,rejected
declaration 41324,approved
declaration 4133,rejected
declaration 4134,rejected
declaration 41341,approved
declaration 41363,approved
declaration 41373,approved
declaration 41386,approved
declaration 41401,approved
declaration 41412,approved
declaration 41428,approved
declaration 41444,approved
declaration 41456,approved
declaration 41471,approved
declaration 41490,approved
declaration 41503,approved
declaration 41521,approved
declaration 41531,approved
declaration 41543,approved
declaration 41553,approved
declaration 41555,rejected
declaration 41569,approved
declaration 41588,approved
declaration 41600,approved
declaration 41612,approved
declaration 41628,approved
declaration 41655,approved
declaration 41667,approved
declaration 41680,approved
declaration 41693,approved
declaration 41706,approved
declaration 4171,approved
declaration 41719,approved
declaration 41729,approved
declaration 41744,approved
declaration 41757,approved
declaration 41770,approved
declaration 41772,approved
declaration 41793,approved
declaration 41803,approved
declaration 41824,approved
declaration 41826,rejected
declaration 4184,approved
declaration 41858,approved
declaration 41874,approved
declaration 41884,approved
declaration 41894,approved
declaration 41906,approved
declaration 41919,approved
declaration 41929,approved
declaration 41941,approved
declaration 41957,approved
declaration 41973,approved
declaration 4199,approved
declaration 41998,approved
declaration 42024,approved
declaration 42044,approved
declaration 42054,approved
declaration 42070,approved
declaration 42090,approved
declaration 42116,approved
declaration 4213,approved
declaration 42149,approved
declaration 42165,approved
declaration 42176,approved
declaration 42201,approved
declaration 42216,approved
declaration 42227,approved
declaration 42237,approved
declaration 4224,approved
declaration 42259,approved
declaration 42271,approved
declaration 42287,approved
declaration 42299,approved
declaration 42315,approved
declaration 42328,approved
declaration 42352,approved
declaration 42354,approved
declaration 42370,approved
declaration 42382,rejected
declaration 42391,approved
declaration 4240,open
declaration 42401,approved
declaration 42413,approved
declaration 42425,approved
declaration 42440,approved
declaration 42457,approved
declaration 4247,approved
declaration 42470,approved
declaration 42486,approved
declaration 42498,approved
declaration 42514,approved
declaration 42524,approved
declaration 42544,approved
declaration 4257,approved
declaration 42577,approved
declaration 42591,approved
declaration 42611,approved
declaration 42627,approved
declaration 42651,approved
declaration 42663,approved
declaration 4267,approved
declaration 42676,approved
declaration 42690,rejected
