case_id,outcome
declaration 116246,approved
declaration 116252,approved
declaration 116257,approved
declaration 116262,approved
declaration 116267,approved
declaration 116272,approved
declaration 116277,approved
declaration 116283,approved
declaration 116288,rejected
declaration 116293,approved
declaration 116302,approved
declaration 116307,approved
declaration 116316,approved
declaration 116321,approved
declaration 116326,approved
declaration 116334,approved
declaration 116339,approved
declaration 116344,approved
declaration 116350,approved
declaration 116355,approved
declaration 116360,approved
declaration 116365,approved
declaration 116371,approved
declaration 116376,approved
declaration 116381,approved
declaration 116386,approved
declaration 116391,approved
declaration 116399,approved
declaration 116404,approved
declaration 116409,approved
declaration 116414,approved
declaration 116419,approved
declaration 116424,approved
declaration 116430,approved
declaration 116435,approved
declaration 116441,approved
declaration 116446,approved
declaration 116451,approved
declaration 116456,approved
declaration 116461,approved
declaration 116466,approved
declaration 116471,approved
declaration 116476,approved
declaration 116481,approved
declaration 116487,approved
declaration 116492,approved
declaration 116497,approved
declaration 116502,approved
declaration 116508,approved
declaration 116513,approved
declaration 116518,approved
declaration 116526,approved
declaration 116531,approved
declaration 116536,approved
declaration 116542,approved
declaration 116548,approved
declaration 116554,approved
declaration 116559,approved
declaration 116564,approved
declaration 116570,approved
declaration 116575,approved
declaration 116580,approved
declaration 116588,approved
declaration 116597,approved
declaration 116602,unknown
declaration 116604,approved
declaration 116613,approved
declaration 116621,approved
declaration 116626,approved
declaration 116631,approved
declaration 116636,approved
declaration 116645,approved
declaration 116651,approved
declaration 116656,approved
declaration 116661,approved
declaration 116667,approved
declaration 116672,approved
declaration 116678,approved
declaration 116684,approved
declaration 116689,approved
declaration 116694,approved
declaration 116699,approved
declaration 116708,approved
declaration 116719,approved
declaration 116724,approved
declaration 116736,approved
declaration 116741,approved
declaration 116746,approved
declaration 116751,approved
declaration 116759,approved
declaration 116765,approved
declaration 116770,approved
declaration 116779,approved
declaration 116784,approved
declaration 116790,approved
declaration 116796,unknown
declaration 116798,approved
declaration 116804,approved
declaration 116809,approved
declaration 116815,approved
declaration 116820,approved
declaration 116828,approved
declaration 116833,approved
declaration 116838,approved
declaration 116843,approved
declaration 116848,approved
declaration 116853,approved
declaration 116858,approved
declaration 116864,approved
declaration 116872,approved
declaration 116877,approved
declaration 116882,approved
declaration 116887,approved
declaration 116892,approved
declaration 116897,approved
declaration 116902,approved
declaration 116908,approved
declaration 116914,approved
declaration 116920,approved
declaration 116926,approved
declaration 116931,approved
declaration 116937,approved
declaration 116942,approved
declaration 116948,approved
declaration 116953,approved
declaration 116959,approved
declaration 116967,approved
declaration 116972,approved
declaration 116977,approved
declaration 116982,approved
declaration 116987,approved
declaration 116993,approved
declaration 117001,approved
declaration 117007,approved
declaration 117013,approved
declaration 117021,approved
declaration 117027,approved
declaration 117033,approved
declaration 117039,approved
declaration 117045,approved
declaration 117050,approved
declaration 117056,approved
declaration 117061,approved
declaration 117066,approved
declaration 117072,approved
declaration 117077,approved
declaration 117082,approved
declaration 117088,approved
declaration 117094,approved
declaration 117100,approved
declaration 117105,approved
declaration 117110,approved
declaration 117115,approved
declaration 117120,approved
declaration 117125,approved
declaration 117131,approved
declaration 117136,approved
declaration 117145,approved
declaration 117151,rejected
declaration 117155,approved
declaration 117161,approved
declaration 117170,rejected
declaration 117174,approved
declaration 117179,approved
declaration 117184,approved
declaration 117189,approved
declaration 117197,approved
declaration 117202,approved
declaration 117207,approved
declaration 117212,approved
declaration 117217,approved
declaration 117222,approved
declaration 117227,approved
declaration 117232,approved
declaration 117237,approved
declaration 117242,approved
declaration 117247,approved
declaration 117252,approved
declaration 117257,approved
declaration 117262,approved
declaration 117267,approved
declaration 117273,approved
declaration 117278,approved
declaration 117288,approved
declaration 117294,approved
declaration 117300,approved
declaration 117306,approved
declaration 117311,approved
declaration 117316,approved
declaration 117322,approved
declaration 117327,approved
declaration 117332,approved
declaration 117337,approved
declaration 117343,approved
declaration 117348,approved
declaration 117353,approved
declaration 117358,approved
declaration 117364,approved
declaration 117369,approved
declaration 117374,approved
declaration 117388,rejected
declaration 117392,approved
declaration 117397,approved
declaration 117402,approved
declaration 117407,approved
declaration 117412,approved
declaration 117417,unknown
declaration 117419,approved
declaration 117425,approved
declaration 117430,approved
declaration 117436,approved
declaration 117441,approved
declaration 117450,approved
declaration 117455,approved
declaration 117463,rejected
declaration 117467,approved
declaration 117475,approved
declaration 117481,approved
declaration 117486,approved
declaration 117491,approved
declaration 117496,approved
declaration 117501,approved
declaration 117506,approved
declaration 117511,approved
declaration 117516,approved
declaration 117521,approved
declaration 117527,approved
declaration 117533,approved
declaration 117538,approved
declaration 117543,rejected
declaration 117550,approved
declaration 117555,approved
declaration 117560,approved
declaration 117568,approved
declaration 117573,approved
declaration 117578,approved
declaration 117583,approved
declaration 117588,approved
declaration 117597,approved
declaration 117602,approved
declaration 117607,approved
declaration 117612,approved
declaration 117618,approved
declaration 117623,approved
declaration 117628,approved
declaration 117633,approved
declaration 117641,approved
declaration 117646,approved
declaration 117651,approved
declaration 117657,approved
declaration 117663,approved
declaration 117672,approved
declaration 117677,approved
declaration 117682,approved
declaration 117688,approved
declaration 117693,approved
declaration 117699,approved
declaration 117704,approved
declaration 117712,approved
declaration 117721,approved
declaration 117730,approved
declaration 117735,approved
declaration 117740,approved
declaration 117749,approved
declaration 117757,approved
declaration 117762,approved
declaration 117768,approved
declaration 117774,approved
declaration 117779,approved
declaration 117788,approved
declaration 117794,approved
declaration 117800,approved
declaration 117805,approved
declaration 117811,approved
declaration 117827,approved
declaration 117832,approved
declaration 117841,approved
declaration 117846,approved
declaration 117854,unknown
declaration 117856,approved
declaration 117861,approved
declaration 117866,approved
declaration 117871,approved
declaration 117879,approved
declaration 117884,approved
declaration 117889,approved
declaration 117894,approved
declaration 117899,approved
declaration 117905,approved
declaration 117911,approved
declaration 117916,approved
declaration 117921,approved
declaration 117927,approved
declaration 117935,approved
declaration 117943,approved
declaration 117948,approved
declaration 117953,approved
declaration 117958,approved
declaration 117969,approved
declaration 117974,approved
declaration 117982,approved
declaration 117991,approved
declaration 117996,approved
declaration 118001,approved
declaration 118007,approved
declaration 118012,approved
declaration 118017,approved
declaration 118022,approved
declaration 118027,approved
declaration 118032,approved
declaration 118037,approved
declaration 118042,approved
declaration 118047,approved
declaration 118057,approved
declaration 118062,approved
declaration 118067,unknown
declaration 118069,unknown
declaration 118071,approved
declaration 118080,approved
declaration 118086,approved
declaration 118091,approved
declaration 118096,approved
declaration 118102,approved
declaration 118108,approved
declaration 118113,approved
declaration 118118,approved
declaration 118123,approved
declaration 118128,approved
declaration 118136,approved
declaration 118141,approved
declaration 118147,approved
declaration 118152,approved
declaration 118157,approved
declaration 118165,approved
declaration 118171,approved
declaration 118177,rejected
declaration 118182,approved
declaration 118191,approved
declaration 118196,approved
declaration 118201,approved
declaration 118206,approved
declaration 118211,approved
declaration 118216,approved
declaration 118222,approved
declaration 118227,approved
declaration 118233,approved
declaration 118238,approved
declaration 118243,approved
declaration 118248,approved
declaration 118253,approved
declaration 118258,approved
declaration 118263,approved
declaration 118269,approved
declaration 118275,approved
declaration 118281,approved
declaration 118286,approved
declaration 118295,approved
declaration 118300,approved
declaration 118306,approved
declaration 118311,approved
declaration 118316,approved
declaration 118322,approved
declaration 118328,approved
declaration 118333,approved
declaration 118338,rejected
declaration 118345,approved
declaration 118350,approved
declaration 118355,approved
declaration 118360,approved
declaration 118366,unknown
declaration 118368,approved
declaration 118374,approved
declaration 118380,approved
declaration 118389,approved
declaration 118395,approved
declaration 118400,approved
declaration 118406,approved
declaration 118411,approved
declaration 118416,approved
declaration 118421,approved
declaration 118426,approved
declaration 118431,approved
declaration 118439,approved
declaration 118444,approved
declaration 118449,approved
declaration 118460,approved
declaration 118466,approved
declaration 118472,approved
declaration 118478,approved
declaration 118483,rejected
declaration 118487,approved
declaration 118493,approved
declaration 118498,approved
declaration 118503,approved
declaration 118509,approved
declaration 118514,rejected
declaration 118518,approved
declaration 118524,approved
declaration 118532,approved
declaration 118537,approved
declaration 118543,rejected
declaration 118547,approved
declaration 118553,approved
declaration 118558,approved
declaration 118564,approved
declaration 118569,approved
declaration 118574,approved
declaration 118579,approved
declaration 118584,rejected
declaration 118588,approved
declaration 118593,approved
declaration 118602,approved
declaration 118607,approved
declaration 118612,approved
declaration 118617,approved
declaration 118622,approved
declaration 118627,approved
declaration 118633,approved
declaration 118639,approved
declaration 118645,approved
declaration 118650,approved
declaration 118655,approved
declaration 118660,approved
declaration 118666,approved
declaration 118671,approved
declaration 118676,approved
declaration 118681,approved
declaration 118686,approved
declaration 118692,approved
declaration 118698,approved
declaration 118703,approved
declaration 118711,approved
declaration 118717,approved
declaration 118723,approved
declaration 118731,approved
declaration 118737,approved
declaration 118745,approved
declaration 118753,approved
declaration 118761,approved
declaration 118769,approved
declaration 118777,approved
declaration 118785,approved
declaration 118794,approved
declaration 118800,approved
declaration 118806,approved
declaration 118811,approved
declaration 118817,approved
declaration 118822,approved
declaration 118828,approved
declaration 118833,approved
declaration 118839,approved
declaration 118845,approved
declaration 118850,approved
declaration 118855,approved
declaration 118860,approved
declaration 118865,approved
declaration 118870,approved
declaration 118875,approved
declaration 118883,approved
declaration 118888,approved
declaration 118893,approved
declaration 118901,approved
declaration 118906,approved
declaration 118911,approved
declaration 118916,approved
declaration 118924,approved
declaration 118932,approved
declaration 118940,approved
declaration 118948,approved
declaration 118956,approved
declaration 118962,approved
declaration 118973,rejected
declaration 118977,rejected
declaration 118981,approved
declaration 118986,approved
declaration 118991,approved
declaration 118996,approved
declaration 119001,approved
declaration 119010,approved
declaration 119015,approved
declaration 119023,approved
declaration 119035,approved
declaration 119040,unknown
declaration 119042,approved
declaration 119051,approved
declaration 119056,approved
declaration 119061,approved
declaration 119066,approved
declaration 119072,rejected
declaration 119076,unknown
declaration 119078,approved
declaration 119083,approved
declaration 119088,approved
declaration 119093,approved
declaration 119101,approved
declaration 119107,approved
declaration 119113,rejected
declaration 119117,approved
declaration 119122,approved
declaration 119131,approved
declaration 119137,approved
declaration 119142,approved
declaration 119147,approved
declaration 119157,approved
declaration 119162,approved
declaration 119167,approved
declaration 119172,approved
declaration 119177,approved
declaration 119185,approved
declaration 119191,approved
declaration 119199,approved
declaration 119205,approved
declaration 119211,approved
declaration 119216,approved
declaration 119224,approved
declaration 119229,approved
declaration 119234,approved
declaration 119239,approved
declaration 119248,approved
declaration 119253,approved
declaration 119258,approved
declaration 119263,approved
declaration 119269,approved
declaration 119274,approved
declaration 119280,approved
declaration 119286,approved
declaration 119291,approved
declaration 119296,approved
declaration 119305,approved
declaration 119313,approved
declaration 119318,approved
declaration 119326,approved
declaration 119331,approved
declaration 119336,approved
declaration 119341,unknown
declaration 119343,approved
declaration 119349,approved
declaration 119354,approved
declaration 119359,approved
declaration 119368,approved
declaration 119377,approved
declaration 119382,approved
declaration 119387,approved
declaration 119392,approved
declaration 119397,approved
declaration 119402,rejected
declaration 119410,approved
declaration 119418,approved
declaration 119429,approved
declaration 119435,approved
declaration 119440,approved
declaration 119445,approved
declaration 119457,approved
declaration 119462,approved
declaration 119467,approved
declaration 119475,approved
declaration 119480,approved
declaration 119485,approved
declaration 119490,approved
declaration 119498,approved
declaration 119504,approved
declaration 119509,approved
declaration 119514,approved
declaration 119519,approved
declaration 119524,approved
declaration 119530,approved
declaration 119535,approved
declaration 119540,approved
declaration 119545,approved
declaration 119553,approved
declaration 119559,approved
declaration 119567,approved
declaration 119572,approved
declaration 119580,approved
declaration 119585,approved
declaration 119590,approved
declaration 119598,approved
declaration 119606,approved
declaration 119611,approved
declaration 119620,approved
declaration 119625,approved
declaration 119630,approved
declaration 119635,approved
declaration 119640,approved
declaration 119645,approved
declaration 119651,approved
declaration 119657,approved
declaration 119662,approved
declaration 119667,approved
declaration 119673,approved
declaration 119678,approved
declaration 119684,approved
declaration 119689,approved
declaration 119694,approved
declaration 119699,approved
declaration 119704,approved
declaration 119709,approved
declaration 119714,approved
declaration 119719,approved
declaration 119724,approved
declaration 119729,approved
declaration 119734,approved
declaration 119740,approved
declaration 119745,approved
declaration 119760,approved
declaration 119765,approved
declaration 119770,approved
declaration 119775,approved
declaration 119780,approved
declaration 119785,approved
declaration 119790,approved
declaration 119795,approved
declaration 119800,approved
declaration 119805,rejected
declaration 119809,approved
declaration 119814,approved
declaration 119819,approved
declaration 119824,approved
declaration 119833,approved
declaration 119842,approved
declaration 119848,approved
declaration 119853,approved
declaration 119858,approved
declaration 119863,approved
declaration 119869,approved
declaration 119875,approved
declaration 119881,approved
declaration 119887,approved
declaration 119892,approved
declaration 119897,approved
declaration 119903,approved
declaration 119909,approved
declaration 119915,approved
declaration 119920,approved
declaration 119930,approved
declaration 119935,approved
declaration 119940,approved
declaration 119945,approved
declaration 119950,approved
declaration 119955,approved
declaration 119961,approved
declaration 119967,approved
declaration 119972,approved
declaration 119977,approved
declaration 119982,approved
declaration 119988,approved
declaration 119993,approved
declaration 119998,approved
declaration 120004,approved
declaration 120010,approved
declaration 120015,approved
declaration 120021,approved
declaration 120026,rejected
declaration 120030,rejected
declaration 120034,approved
declaration 120040,approved
declaration 120045,approved
declaration 120051,unknown
declaration 120053,approved
declaration 120062,rejected
declaration 120066,approved
declaration 120078,approved
declaration 120083,unknown
declaration 120085,approved
declaration 120090,unknown
declaration 120092,approved
declaration 120098,approved
declaration 120103,approved
declaration 120109,approved
declaration 120114,approved
declaration 120119,approved
declaration 120124,approved
declaration 120129,approved
declaration 120134,approved
declaration 120139,approved
declaration 120144,rejected
declaration 120148,approved
declaration 120153,approved
declaration 120158,approved
declaration 120163,approved
declaration 120168,approved
declaration 120173,approved
declaration 120178,approved
declaration 120183,approved
declaration 120188,approved
declaration 120194,unknown
declaration 120196,approved
declaration 120201,approved
declaration 120206,approved
declaration 120212,approved
declaration 120217,approved
declaration 120229,approved
declaration 120235,approved
declaration 120240,approved
declaration 120245,approved
declaration 120250,approved
declaration 120258,approved
declaration 120264,approved
declaration 120269,approved
declaration 120274,approved
declaration 120280,approved
declaration 120285,approved
declaration 120290,approved
declaration 120296,approved
declaration 120302,approved
declaration 120308,rejected
declaration 120313,approved
declaration 120319,approved
declaration 120324,approved
declaration 120329,approved
declaration 120334,approved
declaration 120339,approved
declaration 120350,approved
declaration 120355,approved
declaration 120360,approved
declaration 120365,approved
declaration 120370,approved
declaration 120376,approved
declaration 120381,approved
declaration 120386,approved
declaration 120391,approved
declaration 120397,approved
declaration 120402,approved
declaration 120407,approved
declaration 120413,approved
declaration 120419,approved
declaration 120425,approved
declaration 120430,approved
declaration 120435,approved
declaration 120440,approved
declaration 120446,approved
declaration 120451,approved
declaration 120456,rejected
declaration 120459,approved
declaration 120465,approved
declaration 120471,approved
declaration 120477,approved
declaration 120482,approved
declaration 120488,approved
declaration 120500,approved
declaration 120508,approved
declaration 120513,approved
declaration 120522,approved
declaration 120528,approved
declaration 120533,approved
declaration 120538,approved
declaration 120543,approved
declaration 120548,approved
declaration 120553,approved
declaration 120559,approved
declaration 120565,approved
declaration 120571,approved
declaration 120577,approved
declaration 120586,approved
declaration 120591,approved
declaration 120597,approved
declaration 120602,approved
declaration 120607,approved
declaration 120612,approved
declaration 120618,approved
declaration 120623,approved
declaration 120628,approved
declaration 120633,approved
declaration 120639,approved
declaration 120644,approved
declaration 120649,approved
declaration 120654,approved
declaration 120659,approved
declaration 120671,approved
declaration 120676,approved
declaration 120681,approved
declaration 120689,approved
declaration 120694,approved
declaration 120699,approved
declaration 120705,approved
declaration 120710,approved
declaration 120715,approved
declaration 120721,approved
declaration 120726,approved
declaration 120732,approved
declaration 120737,approved
declaration 120743,approved
declaration 120749,approved
declaration 120754,approved
declaration 120760,approved
declaration 120765,approved
declaration 120770,approved
declaration 120775,approved
declaration 120780,approved
declaration 120786,approved
declaration 120792,approved
declaration 120798,approved
declaration 120803,approved
declaration 120808,approved
declaration 120813,approved
declaration 120818,approved
declaration 120823,approved
declaration 120828,approved
declaration 120833,approved
declaration 120838,approved
declaration 120843,approved
declaration 120849,approved
declaration 120855,approved
declaration 120860,approved
declaration 120865,approved
declaration 120874,approved
declaration 120879,approved
declaration 120884,approved
declaration 120890,approved
declaration 120895,rejected
declaration 120901,approved
declaration 120906,approved
declaration 120914,approved
declaration 120919,approved
declaration 120924,approved
declaration 120933,approved
declaration 120938,approved
declaration 120943,approved
declaration 120949,rejected
declaration 120953,approved
declaration 120958,approved
declaration 120964,approved
declaration 120970,approved
declaration 120975,approved
declaration 120980,approved
declaration 120985,approved
declaration 120991,approved
declaration 120996,approved
declaration 121001,approved
declaration 121006,approved
declaration 121011,approved
declaration 121017,approved
declaration 121022,approved
declaration 121027,approved
declaration 121032,approved
declaration 121037,approved
declaration 121042,approved
declaration 121047,approved
declaration 121052,approved
declaration 121058,approved
declaration 121069,approved
declaration 121077,approved
declaration 121082,approved
declaration 121087,approved
declaration 121092,approved
declaration 121097,approved
declaration 121102,approved
declaration 121107,approved
declaration 121112,approved
declaration 121117,approved
declaration 121125,approved
declaration 121130,approved
declaration 121136,approved
declaration 121142,approved
declaration 121147,approved
declaration 121152,approved
declaration 121157,approved
declaration 121163,approved
declaration 121169,approved
declaration 121175,approved
declaration 121180,approved
declaration 121185,rejected
declaration 121189,approved
declaration 121194,approved
declaration 121200,approved
declaration 121205,approved
declaration 121210,approved
declaration 121216,approved
declaration 121221,approved
declaration 121227,approved
declaration 121232,approved
declaration 121238,approved
declaration 121243,rejected
declaration 121250,approved
declaration 121256,approved
declaration 121261,approved
declaration 121270,approved
declaration 121275,approved
declaration 121280,approved
declaration 121285,approved
declaration 121291,approved
declaration 121296,approved
declaration 121301,approved
declaration 121306,approved
declaration 121312,approved
declaration 121317,approved
declaration 121323,approved
declaration 121329,approved
declaration 121334,approved
declaration 121339,approved
declaration 121344,approved
declaration 121349,rejected
declaration 121354,approved
declaration 121359,approved
declaration 121365,approved
declaration 121370,approved
declaration 121380,approved
declaration 121385,approved
declaration 121390,approved
declaration 121399,approved
declaration 121404,approved
declaration 121409,approved
declaration 121415,approved
declaration 121421,approved
declaration 121426,approved
declaration 121431,approved
declaration 121436,approved
declaration 121441,approved
declaration 121446,approved
declaration 121451,approved
declaration 121457,approved
declaration 121462,approved
declaration 121471,approved
declaration 121476,approved
declaration 121481,approved
declaration 121487,approved
declaration 121495,approved
declaration 121500,approved
declaration 121506,approved
declaration 121512,unknown
declaration 121514,approved
declaration 121519,approved
declaration 121524,approved
declaration 121529,approved
declaration 121535,approved
declaration 121540,approved
declaration 121545,approved
declaration 121550,rejected
declaration 121555,approved
declaration 121560,approved
declaration 121566,approved
declaration 121574,approved
declaration 121579,unknown
declaration 121581,approved
declaration 121586,approved
declaration 121594,approved
declaration 121599,approved
declaration 121605,approved
declaration 121610,approved
declaration 121615,approved
declaration 121620,approved
declaration 121626,approved
declaration 121631,approved
declaration 121637,unknown
declaration 121639,approved
declaration 121644,approved
declaration 121649,approved
declaration 121655,approved
declaration 121661,approved
declaration 121667,approved
declaration 121672,approved
declaration 121677,approved
declaration 121683,approved
declaration 121692,approved
declaration 121697,approved
declaration 121702,approved
declaration 121707,approved
declaration 121712,approved
declaration 121717,approved
declaration 121722,approved
declaration 121731,approved
declaration 121736,approved
declaration 121741,approved
declaration 121746,approved
declaration 121751,approved
declaration 121756,approved
declaration 121762,approved
declaration 121767,approved
declaration 121773,approved
declaration 121778,approved
declaration 121784,approved
declaration 121789,approved
declaration 121794,approved
declaration 121800,approved
declaration 121805,approved
declaration 121815,approved
declaration 121820,approved
declaration 121826,approved
declaration 121832,approved
declaration 121837,approved
declaration 121842,approved
declaration 121847,approved
declaration 121852,approved
declaration 121857,approved
declaration 121863,approved
declaration 121869,approved
declaration 121875,approved
declaration 121880,approved
declaration 121885,approved
declaration 121890,approved
declaration 121895,approved
declaration 121900,approved
declaration 121906,approved
declaration 121911,approved
declaration 121920,approved
declaration 121925,approved
declaration 121931,approved
declaration 121936,approved
declaration 121941,approved
declaration 121946,approved
declaration 121952,approved
declaration 121958,approved
declaration 121964,approved
declaration 121970,approved
declaration 121975,approved
declaration 121980,approved
declaration 121985,approved
declaration 121990,approved
declaration 121996,approved
declaration 122001,approved
declaration 122006,approved
declaration 122011,approved
declaration 122016,approved
declaration 122022,approved
declaration 122028,approved
declaration 122033,approved
declaration 122038,approved
declaration 122043,approved
declaration 122048,approved
declaration 122054,approved
declaration 122059,approved
declaration 122065,approved
declaration 122073,approved
declaration 122079,approved
declaration 122084,approved
declaration 122090,approved
declaration 122095,rejected
declaration 122099,approved
declaration 122104,approved
declaration 122109,approved
declaration 122118,approved
declaration 122123,approved
declaration 122131,approved
declaration 122136,approved
declaration 122142,approved
declaration 122147,approved
declaration 122156,approved
declaration 122162,approved
declaration 122167,approved
declaration 122175,approved
declaration 122181,approved
declaration 122186,approved
declaration 122191,approved
declaration 122199,approved
declaration 122211,approved
declaration 122216,approved
declaration 122221,approved
declaration 122226,approved
declaration 122231,approved
declaration 122236,approved
declaration 122242,approved
declaration 122247,approved
declaration 122252,approved
declaration 122257,approved
declaration 122262,approved
declaration 122267,approved
declaration 122272,approved
declaration 122277,approved
declaration 122282,approved
declaration 122287,approved
declaration 122292,approved
declaration 122297,approved
declaration 122302,approved
declaration 122308,approved
declaration 122314,approved
declaration 122319,approved
declaration 122324,approved
declaration 122329,approved
declaration 122334,approved
declaration 122339,approved
declaration 122345,approved
declaration 122351,approved
declaration 122356,approved
declaration 122362,approved
declaration 122368,approved
declaration 122373,approved
declaration 122378,approved
declaration 122383,approved
declaration 122388,approved
declaration 122393,approved
declaration 122398,approved
declaration 122403,approved
declaration 122409,approved
declaration 122415,approved
declaration 122420,approved
declaration 122425,approved
declaration 122430,approved
declaration 122435,approved
declaration 122441,approved
declaration 122446,approved
declaration 122451,approved
declaration 122456,approved
declaration 122462,approved
declaration 122468,approved
declaration 122473,approved
declaration 122479,approved
declaration 122485,approved
declaration 122490,approved
declaration 122495,approved
declaration 122500,approved
declaration 122505,approved
declaration 122511,approved
declaration 122517,rejected
declaration 122521,approved
declaration 122530,approved
declaration 122535,approved
declaration 122540,approved
declaration 122546,approved
declaration 122552,approved
declaration 122558,approved
declaration 122564,approved
declaration 122570,approved
declaration 122575,approved
declaration 122580,approved
declaration 122585,approved
declaration 122590,approved
declaration 122595,rejected
declaration 122599,approved
declaration 122608,approved
declaration 122614,approved
declaration 122619,approved
declaration 122625,approved
declaration 122637,approved
declaration 122642,approved
declaration 122651,approved
declaration 122657,approved
declaration 122662,rejected
declaration 122668,approved
declaration 122673,approved
declaration 122678,approved
declaration 122683,approved
declaration 122688,rejected
declaration 122692,approved
declaration 122697,approved
declaration 122703,approved
declaration 122708,approved
declaration 122713,approved
declaration 122722,approved
declaration 122727,approved
declaration 122732,unknown
declaration 122734,approved
declaration 122739,approved
declaration 122745,approved
declaration 122751,approved
declaration 122756,approved
declaration 122761,approved
declaration 122767,approved
declaration 122773,approved
declaration 122778,approved
declaration 122783,approved
declaration 122789,approved
declaration 122794,approved
declaration 122799,approved
declaration 122804,approved
declaration 122809,approved
declaration 122814,approved
declaration 122819,approved
declaration 122824,approved
declaration 122829,approved
declaration 122837,approved
declaration 122842,unknown
declaration 122844,approved
declaration 122849,approved
declaration 122854,approved
declaration 122859,approved
declaration 122865,approved
declaration 122871,approved
declaration 122877,approved
declaration 122889,approved
declaration 122894,approved
declaration 122900,approved
declaration 122912,rejected
declaration 122916,approved
declaration 122921,approved
declaration 122927,approved
declaration 122937,approved
declaration 122942,approved
declaration 122947,approved
declaration 122953,approved
declaration 122958,approved
declaration 122963,approved
declaration 122968,approved
declaration 122973,approved
declaration 122978,approved
declaration 122984,approved
declaration 122993,approved
declaration 122998,approved
declaration 123003,approved
declaration 123008,approved
declaration 123013,approved
declaration 123019,approved
declaration 123024,approved
declaration 123030,approved
declaration 123035,approved
declaration 123041,approved
declaration 123046,approved
declaration 123052,approved
declaration 123058,approved
declaration 123064,approved
declaration 123070,approved
declaration 123075,approved
declaration 123080,approved
declaration 123085,approved
declaration 123093,approved
declaration 123098,approved
declaration 123104,approved
declaration 123109,approved
declaration 123114,approved
declaration 123120,approved
declaration 123125,approved
declaration 123130,approved
declaration 123135,approved
declaration 123141,approved
declaration 123147,approved
declaration 123152,approved
declaration 123157,approved
declaration 123162,approved
declaration 123168,approved
declaration 123173,approved
declaration 123182,approved
declaration 123188,approved
declaration 123194,approved
declaration 123203,approved
declaration 123208,approved
declaration 123213,approved
declaration 123218,approved
declaration 123223,approved
declaration 123228,approved
declaration 123233,rejected
declaration 123237,approved
declaration 123242,approved
declaration 123252,approved
declaration 123258,approved
declaration 123264,approved
declaration 123269,approved
declaration 123274,approved
declaration 123279,approved
declaration 123288,approved
declaration 123294,approved
declaration 123300,approved
declaration 123309,approved
declaration 123315,approved
declaration 123330,approved
declaration 123335,approved
declaration 123340,approved
declaration 123348,approved
declaration 123354,approved
declaration 123360,approved
declaration 123366,approved
declaration 123371,approved
declaration 123376,approved
declaration 123381,approved
declaration 123386,approved
declaration 123392,approved
declaration 123397,approved
declaration 123402,approved
declaration 123407,approved
declaration 123416,approved
declaration 123421,approved
declaration 123426,approved
declaration 123431,approved
declaration 123436,approved
declaration 123441,approved
declaration 123446,approved
declaration 123451,approved
declaration 123456,approved
declaration 123461,approved
declaration 123467,rejected
declaration 123474,approved
declaration 123479,rejected
declaration 123483,approved
declaration 123491,approved
declaration 123496,approved
declaration 123502,approved
declaration 123507,approved
declaration 123513,approved
declaration 123519,approved
declaration 123525,approved
declaration 123530,approved
declaration 123539,approved
declaration 123548,approved
declaration 123554,approved
declaration 123560,approved
declaration 123565,approved
declaration 123570,approved
declaration 123575,approved
declaration 123583,approved
declaration 123589,approved
declaration 123595,approved
declaration 123604,approved
declaration 123609,approved
declaration 123614,approved
declaration 123619,approved
declaration 123624,approved
declaration 123630,approved
declaration 123636,approved
declaration 123642,approved
declaration 123647,approved
declaration 123653,approved
declaration 123658,approved
declaration 123663,approved
declaration 123668,approved
declaration 123673,approved
declaration 123678,approved
declaration 123683,approved
declaration 123688,approved
declaration 123693,approved
declaration 123698,approved
declaration 123703,approved
declaration 123709,approved
declaration 123714,approved
declaration 123719,approved
declaration 123724,approved
declaration 123729,approved
declaration 123734,approved
declaration 123740,approved
declaration 123745,approved
declaration 123750,approved
declaration 123755,approved
declaration 123760,approved
declaration 123766,approved
declaration 123771,approved
declaration 123777,approved
declaration 123782,approved
declaration 123788,approved
declaration 123794,approved
declaration 123799,approved
declaration 123805,approved
declaration 123811,approved
declaration 123816,approved
declaration 123822,approved
declaration 123827,approved
declaration 123836,approved
declaration 123842,approved
declaration 123847,approved
declaration 123853,approved
declaration 123858,approved
declaration 123863,approved
declaration 123868,approved
declaration 123874,approved
declaration 123880,approved
declaration 123886,approved
declaration 123892,approved
declaration 123898,approved
declaration 123910,approved
declaration 123916,approved
declaration 123921,approved
declaration 123932,approved
declaration 123937,approved
declaration 123943,approved
declaration 123949,approved
declaration 123955,approved
declaration 123960,approved
declaration 123965,approved
declaration 123971,approved
declaration 123976,approved
declaration 123986,unknown
declaration 123988,approved
declaration 123994,approved
declaration 123999,approved
declaration 124005,rejected
declaration 124009,approved
declaration 124019,approved
declaration 124025,approved
declaration 124030,approved
declaration 124039,approved
declaration 124044,approved
declaration 124049,approved
declaration 124054,approved
declaration 124063,approved
declaration 124072,approved
declaration 124077,approved
declaration 124082,approved
declaration 124087,approved
declaration 124092,approved
declaration 124098,approved
declaration 124104,approved
declaration 124109,approved
declaration 124115,approved
declaration 124121,approved
declaration 124130,approved
declaration 124136,approved
declaration 124142,approved
declaration 124147,approved
declaration 124153,approved
declaration 124158,approved
declaration 124163,approved
declaration 124171,approved
declaration 124176,approved
declaration 124181,approved
declaration 124189,approved
declaration 124194,approved
declaration 124199,rejected
